time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-08-17_07:00:00 0.0 26.85 72.79 2.71 243.3 0.0 0.0 0.0 0.0
2023-08-17_07:15:00 0.0 27.87 69.73 2.79 238.27 351.64 680.29 637.17 43.11
2023-08-17_07:30:00 0.0 28.15 68.89 2.96 231.52 351.64 651.4 608.28 43.11
2023-08-17_07:45:00 0.0 28.59 67.69 3.15 233.22 472.46 664.99 617.26 47.73
2023-08-17_08:00:00 0.0 28.83 66.93 3.15 236.34 472.46 629.27 581.55 47.73
2023-08-17_08:15:00 0.0 29.22 65.59 3.43 232.31 587.02 619.21 567.71 51.5
2023-08-17_08:30:00 0.0 29.52 64.65 3.56 230.0 587.02 577.53 526.04 51.5
2023-08-17_08:45:00 0.01 29.89 63.56 3.61 229.14 692.64 551.74 497.69 54.05
2023-08-17_09:00:00 0.01 30.19 62.75 3.69 227.21 692.64 504.97 450.92 54.05
2023-08-17_09:15:00 0.01 30.5 61.98 3.82 222.27 786.46 467.69 411.4 56.29
2023-08-17_09:30:00 0.02 30.71 61.7 4.14 219.21 786.46 416.87 360.59 56.29
2023-08-17_09:45:00 0.01 30.96 61.31 4.58 218.99 864.59 376.29 309.16 67.13
2023-08-17_10:00:00 0.0 31.12 61.21 4.82 218.98 864.59 323.29 256.16 67.13
2023-08-17_10:15:00 0.0 31.31 61.01 5.02 215.98 916.5 265.7 203.44 62.26
2023-08-17_10:30:00 0.0 31.44 61.02 5.29 217.33 916.5 211.55 149.29 62.26
2023-08-17_10:45:00 0.0 31.5 61.17 5.58 217.66 920.15 154.4 91.75 62.65
2023-08-17_11:00:00 0.0 31.58 61.29 6.0 216.64 920.15 105.91 43.26 62.65
2023-08-17_11:15:00 0.0 31.54 61.81 6.47 217.4 822.58 59.35 0.0 59.35
2023-08-17_11:30:00 0.0 31.54 62.25 6.88 216.07 822.58 59.35 0.0 59.35
2023-08-17_11:45:00 0.06 31.29 63.84 7.14 215.9 866.46 57.92 0.0 57.92
2023-08-17_12:00:00 0.11 30.97 65.75 6.96 220.65 866.46 57.92 0.0 57.92
2023-08-17_12:15:00 0.22 30.9 66.22 6.74 222.03 804.22 187.76 0.0 187.76
2023-08-17_12:30:00 0.23 30.94 66.11 6.55 222.82 804.22 187.76 0.0 187.76
2023-08-17_12:45:00 0.18 31.23 65.23 6.75 219.49 837.74 148.66 0.0 148.66
2023-08-17_13:00:00 0.13 31.34 65.0 6.91 216.69 837.74 148.66 0.0 148.66
2023-08-17_13:15:00 0.13 31.6 64.25 7.45 217.12 940.32 66.27 0.0 66.27
2023-08-17_13:30:00 0.08 31.67 64.09 7.69 217.54 940.32 66.27 0.0 66.27
2023-08-17_13:45:00 0.06 31.55 64.67 7.83 216.47 858.75 60.83 0.0 60.83
2023-08-17_14:00:00 0.06 31.51 65.03 7.77 216.21 858.75 60.83 0.0 60.83
2023-08-17_14:15:00 0.05 31.36 65.76 7.74 215.55 781.49 82.16 0.0 82.16
2023-08-17_14:30:00 0.03 31.31 65.99 7.8 215.45 781.49 82.16 0.0 82.16
2023-08-17_14:45:00 0.0 31.21 66.49 7.88 214.53 700.46 55.32 0.0 55.32
2023-08-17_15:00:00 0.0 31.08 67.19 8.11 214.43 700.46 55.32 0.0 55.32
2023-08-17_15:15:00 0.0 30.65 69.1 8.18 214.31 560.16 51.66 0.0 51.66
2023-08-17_15:30:00 0.01 30.5 69.92 8.17 214.68 560.16 51.66 0.0 51.66
2023-08-17_15:45:00 0.04 30.03 71.98 7.9 214.52 394.51 44.27 0.0 44.27
2023-08-17_16:00:00 0.09 29.75 73.46 7.66 215.93 394.51 44.27 0.0 44.27
2023-08-17_16:15:00 0.15 29.28 75.62 7.0 218.01 262.43 73.67 0.0 73.67
2023-08-17_16:30:00 0.18 29.23 75.89 7.04 221.71 262.43 73.67 0.0 73.67
2023-08-17_16:45:00 0.16 28.92 76.76 6.82 224.56 183.79 55.18 0.0 55.18
2023-08-17_17:00:00 0.16 28.87 76.32 6.67 222.44 183.79 55.18 0.0 55.18
2023-08-17_17:15:00 0.16 28.75 76.41 6.53 219.71 128.23 35.57 0.0 35.57
2023-08-17_17:30:00 0.16 28.64 77.12 6.57 220.11 128.23 35.57 0.0 35.57
2023-08-17_17:45:00 0.18 28.09 79.77 6.14 219.15 31.97 15.09 0.0 15.09
2023-08-17_18:00:00 0.19 27.87 81.22 6.34 216.85 31.97 15.09 0.0 15.09
2023-08-17_18:15:00 0.3 27.51 83.2 6.24 219.9 0.0 0.0 0.0 0.0
2023-08-17_18:30:00 0.26 27.37 84.2 6.44 221.17 0.0 0.0 0.0 0.0
2023-08-17_18:45:00 0.26 27.21 85.28 6.66 221.46 0.0 0.0 0.0 0.0
2023-08-17_19:00:00 0.16 27.05 86.35 6.62 219.22 0.0 0.0 0.0 0.0
2023-08-17_19:15:00 0.26 26.96 87.07 6.79 222.23 0.0 0.0 0.0 0.0
2023-08-17_19:30:00 0.27 26.9 87.58 6.64 223.6 0.0 0.0 0.0 0.0
2023-08-17_19:45:00 0.25 26.85 88.04 6.33 224.02 0.0 0.0 0.0 0.0
2023-08-17_20:00:00 0.23 26.8 88.57 6.23 224.17 0.0 0.0 0.0 0.0
2023-08-17_20:15:00 0.23 26.81 88.69 6.58 227.95 0.0 0.0 0.0 0.0
2023-08-17_20:30:00 0.26 26.81 88.71 6.54 232.05 0.0 0.0 0.0 0.0
2023-08-17_20:45:00 0.4 26.83 88.45 6.38 234.82 0.0 0.0 0.0 0.0
2023-08-17_21:00:00 0.25 26.79 88.53 5.74 232.15 0.0 0.0 0.0 0.0
2023-08-17_21:15:00 0.13 26.74 88.77 5.78 231.7 0.0 0.0 0.0 0.0
2023-08-17_21:30:00 0.09 26.72 88.84 6.05 233.55 0.0 0.0 0.0 0.0
2023-08-17_21:45:00 0.14 26.75 88.44 6.17 235.49 0.0 0.0 0.0 0.0
2023-08-17_22:00:00 0.22 26.72 88.27 6.19 232.68 0.0 0.0 0.0 0.0
2023-08-17_22:15:00 0.12 26.62 88.58 6.26 232.02 0.0 0.0 0.0 0.0
2023-08-17_22:30:00 0.08 26.6 88.42 6.11 236.08 0.0 0.0 0.0 0.0
2023-08-17_22:45:00 0.05 26.58 88.36 5.6 235.2 0.0 0.0 0.0 0.0
2023-08-17_23:00:00 0.07 26.58 88.2 6.11 235.36 0.0 0.0 0.0 0.0
2023-08-17_23:15:00 0.1 26.57 87.93 6.25 233.24 0.0 0.0 0.0 0.0
2023-08-17_23:30:00 0.1 26.53 87.85 6.22 233.39 0.0 0.0 0.0 0.0
2023-08-17_23:45:00 0.08 26.4 88.16 6.07 237.63 0.0 0.0 0.0 0.0
2023-08-18_00:00:00 0.05 26.4 87.82 6.05 241.79 0.0 0.0 0.0 0.0
2023-08-18_00:15:00 0.01 26.4 87.41 5.23 244.67 0.0 0.0 0.0 0.0
2023-08-18_00:30:00 0.02 26.41 86.8 4.87 246.6 0.0 0.0 0.0 0.0
2023-08-18_00:45:00 0.0 26.41 86.05 4.97 247.55 0.0 0.0 0.0 0.0
2023-08-18_01:00:00 0.0 26.43 85.12 4.82 241.69 0.0 0.0 0.0 0.0
2023-08-18_01:15:00 0.0 26.44 83.97 4.46 243.83 0.0 0.0 0.0 0.0
2023-08-18_01:30:00 0.0 26.46 82.8 4.2 247.39 0.0 0.0 0.0 0.0
2023-08-18_01:45:00 0.0 26.33 82.72 4.06 241.53 0.0 0.0 0.0 0.0
2023-08-18_02:00:00 0.0 26.31 82.38 4.45 233.5 0.0 0.0 0.0 0.0
2023-08-18_02:15:00 0.0 26.31 82.18 5.24 231.78 0.0 0.0 0.0 0.0
2023-08-18_02:30:00 0.0 26.28 82.44 5.28 237.84 0.0 0.0 0.0 0.0
2023-08-18_02:45:00 0.0 26.15 83.31 5.01 236.79 0.0 0.0 0.0 0.0
2023-08-18_03:00:00 0.0 26.06 84.08 5.02 233.14 0.0 0.0 0.0 0.0
2023-08-18_03:15:00 0.0 25.94 85.06 5.18 233.33 0.0 0.0 0.0 0.0
2023-08-18_03:30:00 0.01 25.81 86.12 5.14 236.72 0.0 0.0 0.0 0.0
2023-08-18_03:45:00 0.04 25.67 87.0 4.78 240.95 0.0 0.0 0.0 0.0
2023-08-18_04:00:00 0.04 25.65 86.82 4.69 241.16 0.0 0.0 0.0 0.0
2023-08-18_04:15:00 0.05 25.68 86.1 4.67 241.81 0.0 0.0 0.0 0.0
2023-08-18_04:30:00 0.06 25.69 85.3 4.51 242.38 0.0 0.0 0.0 0.0
2023-08-18_04:45:00 0.08 25.67 84.73 4.35 238.13 0.0 0.0 0.0 0.0
2023-08-18_05:00:00 0.13 25.69 84.11 4.53 237.63 0.0 0.0 0.0 0.0
2023-08-18_05:15:00 0.16 25.71 83.53 4.52 238.28 0.0 0.0 0.0 0.0
2023-08-18_05:30:00 0.22 25.73 83.03 4.59 242.74 0.0 0.0 0.0 0.0
2023-08-18_05:45:00 0.25 25.95 81.53 4.68 246.65 11.07 153.89 146.9 6.98
2023-08-18_06:00:00 0.21 26.01 80.69 4.8 248.88 11.07 151.39 144.41 6.98
