time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-07-31_07:00:00 0.86 26.9 75.07 4.12 239.14 0.0 0.0 0.0 0.0
2023-07-31_07:15:00 0.89 27.96 71.13 4.33 249.93 348.61 685.66 642.78 42.88
2023-07-31_07:30:00 0.87 28.29 69.46 4.34 252.58 348.61 658.16 615.28 42.88
2023-07-31_07:45:00 0.82 28.74 67.37 4.43 250.61 438.77 559.82 367.48 192.35
2023-07-31_08:00:00 0.82 28.99 66.4 4.39 246.02 438.77 539.82 347.48 192.35
2023-07-31_08:15:00 0.8 29.14 66.04 4.59 242.65 446.99 458.16 137.36 320.81
2023-07-31_08:30:00 0.72 29.19 66.07 4.87 245.43 446.99 448.73 127.92 320.81
2023-07-31_08:45:00 0.73 29.36 65.38 4.93 249.19 549.76 490.89 266.08 224.81
2023-07-31_09:00:00 0.8 29.46 65.16 4.9 248.33 549.76 467.72 242.91 224.81
2023-07-31_09:15:00 0.82 29.74 64.52 4.96 246.12 701.04 537.52 248.1 289.41
2023-07-31_09:30:00 0.81 29.84 64.67 4.96 243.21 701.04 509.55 220.14 289.41
2023-07-31_09:45:00 0.8 29.79 65.3 4.94 242.45 632.7 463.53 125.42 338.11
2023-07-31_10:00:00 0.82 29.77 65.85 5.1 239.69 632.7 444.43 106.32 338.11
2023-07-31_10:15:00 0.85 29.67 66.83 5.23 233.93 581.76 497.05 31.71 465.35
2023-07-31_10:30:00 0.86 29.67 67.2 5.28 233.69 581.76 489.95 24.6 465.35
2023-07-31_10:45:00 0.86 29.64 67.22 5.15 235.06 573.96 453.93 20.28 433.64
2023-07-31_11:00:00 0.86 29.78 66.46 5.06 236.38 573.96 445.96 12.31 433.64
2023-07-31_11:15:00 0.86 30.1 64.93 5.11 237.41 666.43 371.93 6.7 365.23
2023-07-31_11:30:00 0.87 30.3 64.03 5.14 236.65 666.43 365.23 0.0 365.23
2023-07-31_11:45:00 0.85 30.27 64.1 5.09 235.77 459.74 364.34 0.0 364.34
2023-07-31_12:00:00 0.82 30.37 63.93 4.95 234.58 459.74 364.34 0.0 364.34
2023-07-31_12:15:00 0.79 30.51 63.76 4.92 232.08 533.25 462.62 0.0 462.62
2023-07-31_12:30:00 0.74 30.55 64.04 4.92 229.65 533.25 462.62 0.0 462.62
2023-07-31_12:45:00 0.69 30.75 63.7 5.24 229.18 661.57 513.47 0.0 513.47
2023-07-31_13:00:00 0.57 30.75 63.97 5.46 229.9 661.57 513.47 0.0 513.47
2023-07-31_13:15:00 0.5 30.67 64.68 5.54 229.73 696.89 529.92 0.0 529.92
2023-07-31_13:30:00 0.44 30.58 65.54 5.84 228.92 696.89 529.92 0.0 529.92
2023-07-31_13:45:00 0.4 30.4 66.66 6.04 228.15 510.38 391.04 0.0 391.04
2023-07-31_14:00:00 0.39 30.3 67.57 6.07 226.13 510.38 391.04 0.0 391.04
2023-07-31_14:15:00 0.37 30.13 68.55 6.3 222.83 592.54 450.37 0.0 450.37
2023-07-31_14:30:00 0.33 29.96 69.73 6.63 219.84 592.54 450.37 0.0 450.37
2023-07-31_14:45:00 0.34 29.73 71.3 6.97 217.51 516.39 384.09 0.0 384.09
2023-07-31_15:00:00 0.36 29.51 72.87 7.22 215.58 516.39 384.09 0.0 384.09
2023-07-31_15:15:00 0.36 29.2 74.57 7.42 215.2 517.21 269.67 0.0 269.67
2023-07-31_15:30:00 0.33 29.06 75.5 7.44 214.77 517.21 269.67 0.0 269.67
2023-07-31_15:45:00 0.33 28.91 76.66 7.44 213.91 344.94 152.12 0.0 152.12
2023-07-31_16:00:00 0.33 28.74 77.94 7.5 213.32 344.94 152.12 0.0 152.12
2023-07-31_16:15:00 0.28 28.41 79.7 7.63 214.27 311.26 153.44 0.0 153.44
2023-07-31_16:30:00 0.29 28.27 80.55 7.57 213.55 311.26 153.44 0.0 153.44
2023-07-31_16:45:00 0.31 27.94 82.16 7.46 213.79 232.2 127.94 0.0 127.94
2023-07-31_17:00:00 0.36 27.83 82.87 7.49 215.11 232.2 127.94 0.0 127.94
2023-07-31_17:15:00 0.38 27.53 84.06 7.04 215.6 127.36 84.08 0.0 84.08
2023-07-31_17:30:00 0.36 27.5 84.05 7.03 217.42 127.36 84.08 0.0 84.08
2023-07-31_17:45:00 0.36 27.21 84.95 6.81 218.26 47.54 18.45 0.0 18.45
2023-07-31_18:00:00 0.37 27.1 85.48 7.04 218.46 47.54 18.45 0.0 18.45
2023-07-31_18:15:00 0.39 26.79 86.83 7.12 218.72 0.0 0.0 0.0 0.0
2023-07-31_18:30:00 0.38 26.67 87.62 7.19 220.09 0.0 0.0 0.0 0.0
2023-07-31_18:45:00 0.4 26.6 88.1 7.12 222.1 0.0 0.0 0.0 0.0
2023-07-31_19:00:00 0.42 26.56 88.4 6.88 223.24 0.0 0.0 0.0 0.0
2023-07-31_19:15:00 0.44 26.49 88.89 6.69 223.65 0.0 0.0 0.0 0.0
2023-07-31_19:30:00 0.44 26.42 89.26 6.96 225.03 0.0 0.0 0.0 0.0
2023-07-31_19:45:00 0.45 26.36 89.58 7.15 225.15 0.0 0.0 0.0 0.0
2023-07-31_20:00:00 0.49 26.31 89.96 7.12 225.36 0.0 0.0 0.0 0.0
2023-07-31_20:15:00 0.44 26.27 90.33 7.01 226.81 0.0 0.0 0.0 0.0
2023-07-31_20:30:00 0.39 26.23 90.67 6.81 227.87 0.0 0.0 0.0 0.0
2023-07-31_20:45:00 0.43 26.29 90.49 6.46 230.3 0.0 0.0 0.0 0.0
2023-07-31_21:00:00 0.43 26.33 90.23 6.14 230.63 0.0 0.0 0.0 0.0
2023-07-31_21:15:00 0.35 26.37 89.78 5.95 230.75 0.0 0.0 0.0 0.0
2023-07-31_21:30:00 0.27 26.36 89.74 5.67 230.04 0.0 0.0 0.0 0.0
2023-07-31_21:45:00 0.28 26.3 90.11 5.48 228.67 0.0 0.0 0.0 0.0
2023-07-31_22:00:00 0.3 26.24 90.43 5.48 226.06 0.0 0.0 0.0 0.0
2023-07-31_22:15:00 0.33 26.15 90.92 5.93 221.5 0.0 0.0 0.0 0.0
2023-07-31_22:30:00 0.31 26.1 91.23 6.15 221.07 0.0 0.0 0.0 0.0
2023-07-31_22:45:00 0.33 26.06 91.43 6.0 223.79 0.0 0.0 0.0 0.0
2023-07-31_23:00:00 0.33 26.02 91.63 5.92 225.18 0.0 0.0 0.0 0.0
2023-07-31_23:15:00 0.26 25.97 91.86 5.59 226.29 0.0 0.0 0.0 0.0
2023-07-31_23:30:00 0.17 25.94 91.95 5.3 226.66 0.0 0.0 0.0 0.0
2023-07-31_23:45:00 0.2 25.87 92.43 4.81 226.57 0.0 0.0 0.0 0.0
2023-08-01_00:00:00 0.27 25.81 92.65 4.62 231.59 0.0 0.0 0.0 0.0
2023-08-01_00:15:00 0.25 25.8 92.14 4.59 236.59 0.0 0.0 0.0 0.0
2023-08-01_00:30:00 0.22 25.83 91.09 4.49 240.53 0.0 0.0 0.0 0.0
2023-08-01_00:45:00 0.24 25.73 90.76 4.18 239.55 0.0 0.0 0.0 0.0
2023-08-01_01:00:00 0.3 25.72 90.0 4.33 236.27 0.0 0.0 0.0 0.0
2023-08-01_01:15:00 0.34 25.64 89.55 4.64 236.85 0.0 0.0 0.0 0.0
2023-08-01_01:30:00 0.31 25.64 88.78 5.06 235.07 0.0 0.0 0.0 0.0
2023-08-01_01:45:00 0.34 25.62 88.41 5.15 235.39 0.0 0.0 0.0 0.0
2023-08-01_02:00:00 0.4 25.57 88.27 5.1 237.8 0.0 0.0 0.0 0.0
2023-08-01_02:15:00 0.32 25.73 86.87 5.41 234.91 0.0 0.0 0.0 0.0
2023-08-01_02:30:00 0.33 25.74 86.38 5.79 232.92 0.0 0.0 0.0 0.0
2023-08-01_02:45:00 0.38 25.79 86.02 6.03 233.86 0.0 0.0 0.0 0.0
2023-08-01_03:00:00 0.33 25.74 86.35 6.37 233.41 0.0 0.0 0.0 0.0
2023-08-01_03:15:00 0.32 25.73 86.49 6.69 234.56 0.0 0.0 0.0 0.0
