time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-09_07:00:00 1.0 25.05 95.92 1.95 208.32 0.0 0.0 0.0 0.0
2023-09-09_07:15:00 0.98 26.31 89.99 2.63 213.49 310.39 638.86 596.6 42.26
2023-09-09_07:30:00 0.98 26.74 88.06 2.64 210.4 310.39 610.94 568.68 42.26
2023-09-09_07:45:00 0.98 26.58 88.51 2.41 206.71 78.19 80.18 7.09 73.08
2023-09-09_08:00:00 0.98 26.66 88.21 2.44 199.89 78.19 79.75 6.66 73.08
2023-09-09_08:15:00 0.98 26.97 87.09 2.16 204.18 134.49 133.73 0.17 133.56
2023-09-09_08:30:00 0.98 27.1 86.43 2.36 210.27 134.49 133.72 0.16 133.56
2023-09-09_08:45:00 0.98 27.75 83.81 2.49 208.3 394.79 376.64 55.88 320.76
2023-09-09_09:00:00 0.96 28.0 82.57 2.66 214.88 394.79 371.05 50.29 320.76
2023-09-09_09:15:00 0.91 28.45 80.68 2.82 223.49 511.19 502.93 6.51 496.42
2023-09-09_09:30:00 0.95 28.77 79.05 2.96 229.12 511.19 502.06 5.64 496.42
2023-09-09_09:45:00 0.96 28.98 77.89 3.07 227.37 540.35 482.09 31.7 450.39
2023-09-09_10:00:00 0.96 29.27 76.53 2.81 224.88 540.35 476.0 25.61 450.39
2023-09-09_10:15:00 0.93 29.67 75.0 2.82 222.06 633.17 499.2 34.36 464.84
2023-09-09_10:30:00 0.93 29.96 73.75 2.78 214.19 633.17 488.24 23.4 464.84
2023-09-09_10:45:00 0.89 30.11 73.04 2.95 209.31 446.12 219.59 17.52 202.07
2023-09-09_11:00:00 0.89 30.23 72.59 2.97 204.68 446.12 205.62 3.55 202.07
2023-09-09_11:15:00 0.85 30.21 72.68 3.02 204.26 609.02 260.12 0.0 260.12
2023-09-09_11:30:00 0.84 30.23 72.69 3.12 203.57 609.02 260.12 0.0 260.12
2023-09-09_11:45:00 0.85 30.49 71.76 3.07 203.32 562.45 162.2 0.0 162.2
2023-09-09_12:00:00 0.87 30.61 71.3 2.75 197.74 562.45 162.2 0.0 162.2
2023-09-09_12:15:00 0.87 31.03 69.95 3.03 189.44 837.22 216.16 0.0 216.16
2023-09-09_12:30:00 0.84 31.14 69.84 3.29 194.62 837.22 216.16 0.0 216.16
2023-09-09_12:45:00 0.64 30.97 70.25 3.18 205.51 678.82 281.14 0.0 281.14
2023-09-09_13:00:00 0.52 30.75 71.11 3.24 215.17 678.82 281.14 0.0 281.14
2023-09-09_13:15:00 0.65 29.78 75.2 3.76 209.37 252.11 87.85 0.0 87.85
2023-09-09_13:30:00 0.8 28.81 79.18 4.88 199.69 252.11 87.85 0.0 87.85
2023-09-09_13:45:00 0.84 27.52 84.11 5.47 191.79 190.42 135.44 0.0 135.44
2023-09-09_14:00:00 0.89 27.31 85.01 5.14 185.14 190.42 135.44 0.0 135.44
2023-09-09_14:15:00 0.88 27.11 85.66 5.49 183.89 120.35 85.36 0.0 85.36
2023-09-09_14:30:00 0.86 27.24 85.14 5.02 188.69 120.35 85.36 0.0 85.36
2023-09-09_14:45:00 0.88 27.5 85.04 4.76 192.25 134.92 134.13 0.0 134.13
2023-09-09_15:00:00 0.89 27.63 85.52 5.02 193.43 134.92 134.13 0.0 134.13
2023-09-09_15:15:00 0.9 28.32 84.21 5.24 202.47 249.39 247.13 0.0 247.13
2023-09-09_15:30:00 0.78 28.63 82.69 5.41 212.13 249.39 247.13 0.0 247.13
2023-09-09_15:45:00 0.83 29.16 79.5 5.39 216.63 377.19 204.23 0.0 204.23
2023-09-09_16:00:00 0.92 29.53 76.88 5.12 213.52 377.19 204.23 0.0 204.23
2023-09-09_16:15:00 0.92 29.47 76.85 4.42 215.66 234.76 228.24 0.0 228.24
2023-09-09_16:30:00 0.9 29.56 76.68 4.18 215.68 234.76 228.24 0.0 228.24
2023-09-09_16:45:00 0.81 29.08 79.36 3.55 218.05 107.28 106.67 0.0 106.67
2023-09-09_17:00:00 0.75 28.96 79.95 3.15 216.52 107.28 106.67 0.0 106.67
2023-09-09_17:15:00 0.76 28.41 82.6 2.78 210.88 46.14 45.88 0.0 45.88
2023-09-09_17:30:00 0.71 28.2 83.32 3.23 202.78 46.14 45.88 0.0 45.88
2023-09-09_17:45:00 0.74 27.69 85.6 2.82 203.79 14.89 14.81 0.0 14.81
2023-09-09_18:00:00 0.74 27.55 86.73 2.48 204.83 14.89 14.81 0.0 14.81
2023-09-09_18:15:00 0.75 27.06 88.97 2.09 209.61 0.0 0.0 0.0 0.0
2023-09-09_18:30:00 0.74 26.98 89.44 2.12 212.46 0.0 0.0 0.0 0.0
2023-09-09_18:45:00 0.74 26.85 89.87 2.36 212.71 0.0 0.0 0.0 0.0
2023-09-09_19:00:00 0.74 26.84 89.7 2.68 219.7 0.0 0.0 0.0 0.0
2023-09-09_19:15:00 0.8 26.87 89.25 2.88 220.42 0.0 0.0 0.0 0.0
2023-09-09_19:30:00 0.83 26.78 89.47 2.82 217.07 0.0 0.0 0.0 0.0
2023-09-09_19:45:00 0.79 26.49 90.5 2.72 212.64 0.0 0.0 0.0 0.0
2023-09-09_20:00:00 0.84 26.39 90.3 2.86 214.53 0.0 0.0 0.0 0.0
2023-09-09_20:15:00 0.85 26.18 90.43 2.92 213.29 0.0 0.0 0.0 0.0
2023-09-09_20:30:00 0.91 26.03 90.41 2.82 214.91 0.0 0.0 0.0 0.0
2023-09-09_20:45:00 0.89 25.93 90.3 2.93 217.33 0.0 0.0 0.0 0.0
2023-09-09_21:00:00 0.87 25.83 90.5 2.87 220.24 0.0 0.0 0.0 0.0
2023-09-09_21:15:00 0.83 25.78 90.61 3.14 225.35 0.0 0.0 0.0 0.0
2023-09-09_21:30:00 0.84 25.76 90.86 3.12 227.16 0.0 0.0 0.0 0.0
2023-09-09_21:45:00 0.87 25.69 91.48 2.99 224.87 0.0 0.0 0.0 0.0
2023-09-09_22:00:00 0.85 25.62 92.12 2.87 216.57 0.0 0.0 0.0 0.0
2023-09-09_22:15:00 0.76 25.59 92.51 2.98 215.21 0.0 0.0 0.0 0.0
2023-09-09_22:30:00 0.62 25.52 93.08 2.91 212.25 0.0 0.0 0.0 0.0
2023-09-09_22:45:00 0.58 25.39 93.87 2.89 206.93 0.0 0.0 0.0 0.0
2023-09-09_23:00:00 0.57 25.36 94.24 3.03 201.32 0.0 0.0 0.0 0.0
2023-09-09_23:15:00 0.61 25.29 94.72 2.99 200.06 0.0 0.0 0.0 0.0
2023-09-09_23:30:00 0.62 25.26 95.02 2.99 200.89 0.0 0.0 0.0 0.0
2023-09-09_23:45:00 0.62 25.11 95.75 2.51 202.68 0.0 0.0 0.0 0.0
2023-09-10_00:00:00 0.67 24.92 96.46 2.18 200.56 0.0 0.0 0.0 0.0
2023-09-10_00:15:00 0.75 24.92 96.69 2.17 194.87 0.0 0.0 0.0 0.0
2023-09-10_00:30:00 0.81 24.85 97.04 2.16 197.33 0.0 0.0 0.0 0.0
2023-09-10_00:45:00 0.92 24.97 96.76 2.14 204.14 0.0 0.0 0.0 0.0
2023-09-10_01:00:00 0.94 24.97 96.76 2.19 207.26 0.0 0.0 0.0 0.0
2023-09-10_01:15:00 0.97 25.16 95.84 2.75 202.51 0.0 0.0 0.0 0.0
