time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-07-07_07:00:00 0.55 24.74 97.11 1.51 150.37 0.0 0.0 0.0 0.0
2023-07-07_07:15:00 0.59 25.96 89.17 2.14 157.9 326.89 689.47 646.38 43.09
2023-07-07_07:30:00 0.61 26.32 86.67 2.32 158.72 326.89 664.63 621.54 43.09
2023-07-07_07:45:00 0.63 26.85 83.99 2.38 151.41 442.0 687.37 638.61 48.76
2023-07-07_08:00:00 0.62 27.15 82.14 2.25 154.89 442.0 656.1 607.34 48.76
2023-07-07_08:15:00 0.6 27.58 80.1 2.15 151.98 551.92 654.64 601.79 52.86
2023-07-07_08:30:00 0.65 27.93 78.46 2.07 155.73 551.92 617.62 564.76 52.86
2023-07-07_08:45:00 0.68 28.37 76.55 2.29 161.45 653.92 599.55 543.34 56.21
2023-07-07_09:00:00 0.63 28.64 75.09 2.18 167.18 653.92 557.56 501.35 56.21
2023-07-07_09:15:00 0.58 29.05 73.34 2.02 168.71 745.92 527.78 468.89 58.9
2023-07-07_09:30:00 0.6 29.38 71.88 2.1 167.28 745.92 481.71 422.81 58.9
2023-07-07_09:45:00 0.62 29.76 70.32 2.23 168.6 825.16 442.99 381.88 61.11
2023-07-07_10:00:00 0.62 30.09 68.9 2.06 172.42 825.16 393.85 332.74 61.11
2023-07-07_10:15:00 0.61 30.42 67.48 2.22 179.41 890.07 348.98 286.12 62.85
2023-07-07_10:30:00 0.6 30.68 66.26 2.33 181.77 890.07 297.9 235.04 62.85
2023-07-07_10:45:00 0.57 30.93 65.13 2.2 185.06 940.15 249.44 185.33 64.11
2023-07-07_11:00:00 0.57 31.21 63.91 1.97 181.6 940.15 198.03 133.92 64.11
2023-07-07_11:15:00 0.52 31.47 62.68 1.99 179.04 972.26 149.87 84.79 65.07
2023-07-07_11:30:00 0.47 31.68 61.6 2.07 181.09 972.26 91.56 26.49 65.07
2023-07-07_11:45:00 0.46 31.91 60.47 2.08 181.8 962.94 81.58 0.0 81.58
2023-07-07_12:00:00 0.39 32.14 59.35 2.15 187.3 962.94 81.58 0.0 81.58
2023-07-07_12:15:00 0.37 32.32 58.44 2.19 189.48 934.21 68.11 0.0 68.11
2023-07-07_12:30:00 0.35 32.51 57.54 2.21 192.56 934.21 68.11 0.0 68.11
2023-07-07_12:45:00 0.36 32.67 56.82 2.02 192.68 926.99 64.63 0.0 64.63
2023-07-07_13:00:00 0.37 32.85 56.05 1.84 186.23 926.99 64.63 0.0 64.63
2023-07-07_13:15:00 0.3 32.97 55.44 1.87 183.75 846.05 92.02 0.0 92.02
