time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-21_07:00:00 0.54 26.45 87.92 1.35 55.81 0.0 0.0 0.0 0.0
2023-09-21_07:15:00 0.55 27.09 84.74 1.52 63.83 328.61 620.83 577.72 43.11
2023-09-21_07:30:00 0.59 27.37 83.1 1.36 59.69 328.61 591.03 547.92 43.11
2023-09-21_07:45:00 0.59 27.8 80.94 1.42 65.22 452.28 604.58 555.67 48.92
2023-09-21_08:00:00 0.58 28.08 79.28 1.35 77.48 452.28 567.61 518.7 48.92
2023-09-21_08:15:00 0.56 28.38 77.93 1.28 77.01 563.59 551.24 456.07 95.16
2023-09-21_08:30:00 0.6 28.58 76.79 1.23 69.36 563.59 512.05 416.89 95.16
2023-09-21_08:45:00 0.63 28.87 75.42 1.26 80.6 673.79 489.79 409.64 80.15
2023-09-21_09:00:00 0.64 29.08 74.27 1.21 88.69 673.79 443.46 363.31 80.15
2023-09-21_09:15:00 0.65 29.39 72.88 1.34 104.36 773.09 397.47 337.35 60.12
2023-09-21_09:30:00 0.71 29.61 71.73 1.33 104.49 773.09 344.91 284.79 60.12
2023-09-21_09:45:00 0.74 29.9 70.49 1.47 114.76 854.47 295.3 235.83 59.47
2023-09-21_10:00:00 0.72 30.11 69.57 1.58 119.44 854.47 239.62 180.15 59.47
2023-09-21_10:15:00 0.69 30.27 68.83 1.85 117.91 774.5 208.08 96.8 111.28
2023-09-21_10:30:00 0.69 30.45 68.18 2.04 121.01 774.5 164.33 53.04 111.28
2023-09-21_10:45:00 0.69 30.59 67.81 2.16 126.82 903.13 106.01 13.14 92.87
2023-09-21_11:00:00 0.71 30.69 67.98 2.15 131.17 903.13 92.87 0.0 92.87
2023-09-21_11:15:00 0.69 30.73 68.17 2.37 143.61 904.75 73.08 0.0 73.08
2023-09-21_11:30:00 0.62 30.78 68.28 2.95 158.72 904.75 73.08 0.0 73.08
2023-09-21_11:45:00 0.6 30.96 68.37 2.9 150.7 975.84 66.15 0.0 66.15
