time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-07-30_07:00:00 0.4 27.85 76.86 4.29 241.92 0.0 0.0 0.0 0.0
2023-07-30_07:15:00 0.48 28.81 72.75 4.93 239.88 362.22 686.89 643.16 43.73
2023-07-30_07:30:00 0.35 28.86 71.84 5.47 243.35 362.22 659.58 615.85 43.73
2023-07-30_07:45:00 0.33 29.09 70.8 5.68 243.82 439.84 537.19 315.48 221.71
2023-07-30_08:00:00 0.32 29.28 70.08 6.14 246.22 439.84 520.19 298.49 221.71
2023-07-30_08:15:00 0.28 29.52 69.27 6.47 249.32 555.28 579.77 342.09 237.68
2023-07-30_08:30:00 0.25 29.72 68.68 6.67 251.64 555.28 556.58 318.9 237.68
2023-07-30_08:45:00 0.23 29.99 67.91 6.52 250.56 659.81 571.95 371.52 200.44
2023-07-30_09:00:00 0.24 30.17 67.64 6.5 248.31 659.81 540.11 339.68 200.44
2023-07-30_09:15:00 0.24 30.49 67.39 5.95 246.43 760.4 527.57 349.08 178.49
2023-07-30_09:30:00 0.23 30.64 67.38 5.48 246.84 760.4 489.02 310.53 178.49
2023-07-30_09:45:00 0.18 30.88 66.91 5.43 248.32 766.49 383.5 287.8 95.7
2023-07-30_10:00:00 0.19 31.07 66.33 5.71 249.46 766.49 340.85 245.15 95.7
2023-07-30_10:15:00 0.21 31.29 65.56 6.12 252.9 887.43 305.58 229.55 76.03
2023-07-30_10:30:00 0.23 31.47 64.95 6.44 255.28 887.43 256.14 180.11 76.03
2023-07-30_10:45:00 0.23 31.61 64.41 6.62 256.82 957.94 254.22 128.3 125.92
2023-07-30_11:00:00 0.22 31.71 63.85 6.81 258.83 957.94 206.97 81.05 125.92
2023-07-30_11:15:00 0.21 31.82 63.46 6.64 259.86 991.25 119.92 29.2 90.72
2023-07-30_11:30:00 0.23 31.93 63.2 6.36 258.81 991.25 90.72 0.0 90.72
2023-07-30_11:45:00 0.24 32.04 63.02 6.17 257.57 998.44 146.91 0.0 146.91
2023-07-30_12:00:00 0.21 32.13 62.8 6.09 257.13 998.44 146.91 0.0 146.91
2023-07-30_12:15:00 0.19 32.22 62.6 5.92 256.66 988.31 163.74 0.0 163.74
2023-07-30_12:30:00 0.19 32.35 61.97 5.96 256.83 988.31 163.74 0.0 163.74
2023-07-30_12:45:00 0.19 32.53 61.17 5.95 257.09 967.75 139.82 0.0 139.82
2023-07-30_13:00:00 0.3 32.71 60.62 5.62 258.11 967.75 139.82 0.0 139.82
2023-07-30_13:15:00 0.16 32.85 60.43 5.38 260.34 931.8 86.24 0.0 86.24
