time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-25_07:00:00 0.76 25.64 94.66 1.87 234.96 0.0 0.0 0.0 0.0
2023-09-25_07:15:00 0.78 26.83 88.82 2.27 246.82 318.12 610.7 567.83 42.87
2023-09-25_07:30:00 0.82 27.23 86.88 2.18 250.87 318.12 581.37 538.5 42.87
2023-09-25_07:45:00 0.78 27.69 84.8 2.53 252.05 436.14 561.79 445.86 115.94
2023-09-25_08:00:00 0.7 28.07 82.93 3.07 246.3 436.14 532.04 416.1 115.94
2023-09-25_08:15:00 0.65 28.46 81.28 3.51 246.55 520.77 514.5 254.47 260.02
2023-09-25_08:30:00 0.64 28.67 80.41 3.63 246.06 520.77 492.52 232.5 260.02
2023-09-25_08:45:00 0.6 29.06 78.87 3.87 244.71 626.42 551.91 162.97 388.94
2023-09-25_09:00:00 0.67 29.35 77.63 3.77 242.71 626.42 533.34 144.4 388.94
2023-09-25_09:15:00 0.67 29.69 76.33 4.08 239.13 724.97 577.79 129.66 448.13
2023-09-25_09:30:00 0.63 29.92 75.33 4.47 238.94 724.97 557.38 109.25 448.13
2023-09-25_09:45:00 0.61 30.19 74.24 4.58 239.51 740.81 480.43 107.76 372.67
2023-09-25_10:00:00 0.58 30.37 73.57 4.86 240.72 740.81 454.58 81.91 372.67
2023-09-25_10:15:00 0.59 30.33 73.69 4.91 241.17 475.09 220.0 42.27 177.72
2023-09-25_10:30:00 0.61 30.45 73.43 5.06 240.56 475.09 200.27 22.54 177.72
2023-09-25_10:45:00 0.64 30.61 72.93 5.09 237.81 708.91 82.96 7.5 75.46
2023-09-25_11:00:00 0.65 30.73 72.35 5.02 238.25 708.91 75.46 0.0 75.46
2023-09-25_11:15:00 0.63 30.88 71.38 5.0 241.99 745.32 120.03 0.0 120.03
2023-09-25_11:30:00 0.64 31.06 70.26 4.86 247.64 745.32 120.03 0.0 120.03
2023-09-25_11:45:00 0.57 31.35 69.15 4.91 246.72 838.88 243.14 0.0 243.14
2023-09-25_12:00:00 0.5 31.3 69.61 5.22 242.88 838.88 243.14 0.0 243.14
2023-09-25_12:15:00 0.42 31.09 70.55 5.44 237.33 762.61 81.72 0.0 81.72
2023-09-25_12:30:00 0.55 30.67 72.86 5.71 235.79 762.61 81.72 0.0 81.72
2023-09-25_12:45:00 0.6 29.74 76.98 5.53 240.42 430.25 53.44 0.0 53.44
2023-09-25_13:00:00 0.63 28.49 82.57 6.06 250.04 430.25 53.44 0.0 53.44
2023-09-25_13:15:00 0.74 27.27 86.15 5.62 252.06 145.99 26.52 0.0 26.52
2023-09-25_13:30:00 0.82 27.5 86.03 5.04 257.78 145.99 26.52 0.0 26.52
2023-09-25_13:45:00 0.81 28.25 84.14 5.74 258.0 217.43 199.98 0.0 199.98
2023-09-25_14:00:00 0.78 28.65 83.04 5.79 248.69 217.43 199.98 0.0 199.98
2023-09-25_14:15:00 0.82 29.38 80.49 6.0 248.34 432.05 429.45 0.0 429.45
2023-09-25_14:30:00 0.83 29.57 78.84 6.41 249.62 432.05 429.45 0.0 429.45
2023-09-25_14:45:00 0.78 29.14 79.78 6.01 250.92 222.65 221.35 0.0 221.35
2023-09-25_15:00:00 0.78 29.08 79.62 6.2 256.5 222.65 221.35 0.0 221.35
2023-09-25_15:15:00 0.75 28.73 80.9 5.28 260.02 140.78 139.97 0.0 139.97
2023-09-25_15:30:00 0.74 28.63 81.39 5.12 256.65 140.78 139.97 0.0 139.97
2023-09-25_15:45:00 0.67 28.47 82.42 4.7 253.7 130.84 130.09 0.0 130.09
2023-09-25_16:00:00 0.77 28.45 82.73 4.01 249.02 130.84 130.09 0.0 130.09
