time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-10-10_07:00:00 0.11 24.79 93.57 0.58 72.38 0.0 0.0 0.0 0.0
2023-10-10_07:15:00 0.36 25.93 88.12 0.78 75.31 321.2 569.42 525.5 43.91
2023-10-10_07:30:00 0.12 26.16 86.6 0.77 96.73 321.2 539.23 495.31 43.91
2023-10-10_07:45:00 0.11 26.69 84.14 1.0 118.49 433.26 519.12 405.86 113.27
2023-10-10_08:00:00 0.11 27.0 82.7 0.83 131.51 433.26 488.81 375.55 113.27
2023-10-10_08:15:00 0.16 27.43 80.96 0.66 125.64 559.92 499.76 442.62 57.15
2023-10-10_08:30:00 0.17 27.76 79.51 0.76 84.69 559.92 456.44 399.29 57.15
2023-10-10_08:45:00 0.17 28.07 78.39 0.81 72.17 625.43 412.82 326.0 86.82
2023-10-10_09:00:00 0.14 28.37 77.01 1.05 67.02 625.43 369.71 282.89 86.82
2023-10-10_09:15:00 0.13 28.75 75.57 1.25 68.31 693.06 318.05 244.38 73.67
2023-10-10_09:30:00 0.13 29.03 74.41 1.45 56.92 693.06 271.35 197.68 73.67
2023-10-10_09:45:00 0.12 29.39 72.93 1.4 52.48 764.46 220.05 155.38 64.68
2023-10-10_10:00:00 0.1 29.67 71.76 1.37 44.29 764.46 170.11 105.43 64.68
2023-10-10_10:15:00 0.08 29.98 70.54 1.37 42.5 858.82 158.57 56.08 102.48
2023-10-10_10:30:00 0.07 30.22 69.48 1.23 50.59 858.82 109.02 6.54 102.48
2023-10-10_10:45:00 0.05 30.52 68.21 1.18 46.95 941.26 74.56 0.0 74.56
2023-10-10_11:00:00 0.05 30.77 67.13 1.13 50.41 941.26 74.56 0.0 74.56
2023-10-10_11:15:00 0.04 30.94 66.38 0.84 53.8 903.48 100.66 0.0 100.66
2023-10-10_11:30:00 0.04 31.15 65.58 0.72 54.89 903.48 100.66 0.0 100.66
2023-10-10_11:45:00 0.03 31.26 64.96 0.53 66.83 905.87 75.51 0.0 75.51
2023-10-10_12:00:00 0.02 31.43 64.29 0.4 79.01 905.87 75.51 0.0 75.51
2023-10-10_12:15:00 0.0 31.52 63.83 0.25 83.53 739.87 118.19 0.0 118.19
2023-10-10_12:30:00 0.0 31.63 63.42 0.11 107.45 739.87 118.19 0.0 118.19
2023-10-10_12:45:00 0.0 31.76 62.94 0.25 26.41 711.92 81.3 0.0 81.3
2023-10-10_13:00:00 0.0 31.89 62.41 0.72 2.16 711.92 81.3 0.0 81.3
2023-10-10_13:15:00 0.0 31.97 62.26 0.82 15.78 756.17 81.7 0.0 81.7
2023-10-10_13:30:00 0.0 32.03 62.13 0.62 32.87 756.17 81.7 0.0 81.7
