time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-07-22_07:00:00 0.68 24.82 96.4 2.39 217.07 0.0 0.0 0.0 0.0
2023-07-22_07:15:00 0.63 25.66 92.75 2.6 223.13 300.94 671.27 629.92 41.35
2023-07-22_07:30:00 0.65 25.99 91.25 2.56 223.68 300.94 646.95 605.6 41.35
2023-07-22_07:45:00 0.64 26.51 89.01 2.75 223.55 396.29 572.93 432.86 140.07
2023-07-22_08:00:00 0.61 26.85 87.49 2.82 225.06 396.29 551.53 411.47 140.07
2023-07-22_08:15:00 0.62 27.34 85.47 3.07 229.12 511.74 605.38 484.93 120.45
2023-07-22_08:30:00 0.64 27.67 83.88 3.12 228.8 511.74 575.13 454.68 120.45
2023-07-22_08:45:00 0.62 28.09 82.08 3.35 232.06 614.03 578.92 430.07 148.86
2023-07-22_09:00:00 0.61 28.42 80.48 3.74 233.45 614.03 545.08 396.22 148.86
2023-07-22_09:15:00 0.59 28.71 79.22 3.85 237.68 645.71 492.75 336.43 156.32
2023-07-22_09:30:00 0.58 28.95 78.21 4.02 237.81 645.71 458.9 302.58 156.32
2023-07-22_09:45:00 0.6 28.97 77.88 3.96 236.44 569.57 341.82 226.23 115.59
2023-07-22_10:00:00 0.64 29.08 77.35 3.69 236.29 569.57 311.76 196.17 115.59
2023-07-22_10:15:00 0.66 29.11 77.05 3.51 232.35 474.83 206.49 138.08 68.41
2023-07-22_10:30:00 0.63 29.2 76.5 3.25 230.38 474.83 180.7 112.29 68.41
2023-07-22_10:45:00 0.57 29.34 76.2 2.77 225.62 424.08 142.35 71.2 71.14
2023-07-22_11:00:00 0.55 29.38 76.15 1.95 222.44 424.08 121.12 49.98 71.14
2023-07-22_11:15:00 0.56 29.44 76.34 1.8 228.09 496.89 95.6 35.52 60.09
2023-07-22_11:30:00 0.59 29.38 77.08 2.32 232.75 496.89 66.61 6.53 60.09
2023-07-22_11:45:00 0.73 28.91 79.23 2.79 241.25 271.91 54.46 0.0 54.46
2023-07-22_12:00:00 0.74 28.26 82.54 3.44 249.47 271.91 54.46 0.0 54.46
2023-07-22_12:15:00 0.84 26.92 87.94 3.64 243.29 99.99 28.3 0.0 28.3
2023-07-22_12:30:00 0.78 26.3 90.28 3.95 232.4 99.99 28.3 0.0 28.3
2023-07-22_12:45:00 0.87 25.99 92.33 4.71 218.42 47.39 39.95 0.0 39.95
2023-07-22_13:00:00 0.89 25.85 93.7 4.82 216.88 47.39 39.95 0.0 39.95
2023-07-22_13:15:00 0.88 25.62 95.05 5.19 228.25 156.02 149.03 0.0 149.03
2023-07-22_13:30:00 0.94 25.51 95.18 5.83 236.48 156.02 149.03 0.0 149.03
2023-07-22_13:45:00 0.98 25.38 95.08 5.55 242.16 62.46 61.77 0.0 61.77
2023-07-22_14:00:00 0.96 25.34 94.98 5.25 246.57 62.46 61.77 0.0 61.77
2023-07-22_14:15:00 0.96 25.4 94.78 5.53 248.99 41.34 41.1 0.0 41.1
2023-07-22_14:30:00 0.94 25.48 94.36 4.81 251.34 41.34 41.1 0.0 41.1
2023-07-22_14:45:00 0.89 25.8 93.87 4.62 242.42 175.5 174.5 0.0 174.5
2023-07-22_15:00:00 0.91 25.95 93.52 4.63 245.8 175.5 174.5 0.0 174.5
2023-07-22_15:15:00 0.94 26.13 92.91 4.15 256.1 185.72 184.66 0.0 184.66
2023-07-22_15:30:00 0.97 26.32 92.55 3.18 251.2 185.72 184.66 0.0 184.66
2023-07-22_15:45:00 0.96 26.21 93.37 2.12 242.28 81.47 81.01 0.0 81.01
2023-07-22_16:00:00 0.94 26.22 93.76 2.14 229.93 81.47 81.01 0.0 81.01
2023-07-22_16:15:00 0.94 26.14 94.38 2.5 217.68 62.35 61.99 0.0 61.99
2023-07-22_16:30:00 0.96 26.17 94.26 2.95 212.43 62.35 61.99 0.0 61.99
2023-07-22_16:45:00 0.91 26.19 93.96 3.2 213.45 49.17 48.89 0.0 48.89
2023-07-22_17:00:00 0.86 26.25 93.63 3.25 215.44 49.17 48.89 0.0 48.89
2023-07-22_17:15:00 0.87 26.27 93.78 2.82 215.62 38.4 38.18 0.0 38.18
2023-07-22_17:30:00 0.85 26.33 93.61 2.6 214.8 38.4 38.18 0.0 38.18
2023-07-22_17:45:00 0.88 26.2 94.13 2.35 219.16 20.86 20.74 0.0 20.74
2023-07-22_18:00:00 0.88 26.21 94.23 2.13 219.03 20.86 20.74 0.0 20.74
2023-07-22_18:15:00 0.91 25.73 96.09 1.66 218.38 1.31 1.3 0.0 1.3
2023-07-22_18:30:00 0.94 25.69 96.23 1.61 219.92 1.31 1.3 0.0 1.3
2023-07-22_18:45:00 0.89 25.72 95.9 1.8 214.2 0.0 0.0 0.0 0.0
2023-07-22_19:00:00 0.82 25.67 96.07 1.79 208.24 0.0 0.0 0.0 0.0
2023-07-22_19:15:00 0.78 25.44 96.69 1.69 204.49 0.0 0.0 0.0 0.0
2023-07-22_19:30:00 0.82 25.44 96.48 1.79 202.73 0.0 0.0 0.0 0.0
2023-07-22_19:45:00 0.92 25.26 96.53 2.05 217.31 0.0 0.0 0.0 0.0
2023-07-22_20:00:00 0.94 25.22 96.15 2.23 221.45 0.0 0.0 0.0 0.0
2023-07-22_20:15:00 0.92 25.27 94.21 2.65 215.49 0.0 0.0 0.0 0.0
2023-07-22_20:30:00 0.92 25.14 92.34 2.85 218.4 0.0 0.0 0.0 0.0
2023-07-22_20:45:00 0.88 25.06 90.36 3.26 222.89 0.0 0.0 0.0 0.0
2023-07-22_21:00:00 0.87 25.01 89.54 3.16 226.17 0.0 0.0 0.0 0.0
2023-07-22_21:15:00 0.9 24.71 90.88 2.48 228.94 0.0 0.0 0.0 0.0
2023-07-22_21:30:00 0.94 24.54 92.28 2.03 228.96 0.0 0.0 0.0 0.0
2023-07-22_21:45:00 0.91 24.5 93.19 1.78 220.87 0.0 0.0 0.0 0.0
2023-07-22_22:00:00 0.92 24.5 93.6 1.8 214.38 0.0 0.0 0.0 0.0
2023-07-22_22:15:00 0.91 24.38 94.54 1.68 225.6 0.0 0.0 0.0 0.0
2023-07-22_22:30:00 0.9 24.33 95.26 1.57 228.42 0.0 0.0 0.0 0.0
2023-07-22_22:45:00 0.87 24.55 95.59 1.43 222.72 0.0 0.0 0.0 0.0
2023-07-22_23:00:00 0.79 24.51 96.32 1.33 219.16 0.0 0.0 0.0 0.0
2023-07-22_23:15:00 0.92 24.2 96.76 1.52 198.76 0.0 0.0 0.0 0.0
2023-07-22_23:30:00 0.97 24.3 96.84 1.84 198.19 0.0 0.0 0.0 0.0
2023-07-22_23:45:00 0.98 24.63 96.43 2.27 207.92 0.0 0.0 0.0 0.0
2023-07-23_00:00:00 0.96 24.65 96.8 2.15 210.41 0.0 0.0 0.0 0.0
2023-07-23_00:15:00 0.91 24.64 97.1 2.07 206.43 0.0 0.0 0.0 0.0
2023-07-23_00:30:00 0.93 24.68 97.03 2.14 208.86 0.0 0.0 0.0 0.0
2023-07-23_00:45:00 0.83 24.43 97.49 1.99 207.86 0.0 0.0 0.0 0.0
2023-07-23_01:00:00 0.82 24.44 97.5 1.98 196.54 0.0 0.0 0.0 0.0
2023-07-23_01:15:00 0.8 23.94 97.98 1.76 187.81 0.0 0.0 0.0 0.0
2023-07-23_01:30:00 0.76 23.83 97.93 1.43 192.13 0.0 0.0 0.0 0.0
2023-07-23_01:45:00 0.77 23.74 97.93 1.31 214.3 0.0 0.0 0.0 0.0
2023-07-23_02:00:00 0.65 23.68 98.39 1.67 223.52 0.0 0.0 0.0 0.0
2023-07-23_02:15:00 0.64 23.72 98.41 1.89 207.24 0.0 0.0 0.0 0.0
2023-07-23_02:30:00 0.65 23.95 97.75 2.38 193.39 0.0 0.0 0.0 0.0
2023-07-23_02:45:00 0.69 23.79 97.8 2.18 188.86 0.0 0.0 0.0 0.0
2023-07-23_03:00:00 0.68 23.44 98.34 1.76 186.42 0.0 0.0 0.0 0.0
2023-07-23_03:15:00 0.69 23.14 98.6 1.32 176.24 0.0 0.0 0.0 0.0
2023-07-23_03:30:00 0.67 23.1 98.62 1.08 192.69 0.0 0.0 0.0 0.0
2023-07-23_03:45:00 0.72 23.06 98.95 1.36 211.2 0.0 0.0 0.0 0.0
2023-07-23_04:00:00 0.66 23.08 99.15 1.61 214.83 0.0 0.0 0.0 0.0
2023-07-23_04:15:00 0.65 23.19 99.09 1.79 210.1 0.0 0.0 0.0 0.0
2023-07-23_04:30:00 0.65 23.1 99.17 1.71 208.82 0.0 0.0 0.0 0.0
2023-07-23_04:45:00 0.68 23.2 99.12 1.45 212.06 0.0 0.0 0.0 0.0
2023-07-23_05:00:00 0.68 23.14 99.3 1.29 189.06 0.0 0.0 0.0 0.0
2023-07-23_05:15:00 0.57 22.84 99.43 1.45 182.56 0.0 0.0 0.0 0.0
2023-07-23_05:30:00 0.56 22.82 99.4 1.56 196.99 0.0 0.0 0.0 0.0
2023-07-23_05:45:00 0.44 22.94 99.24 1.64 221.3 0.0 0.0 0.0 0.0
2023-07-23_06:00:00 0.52 22.92 99.21 1.56 223.32 0.0 0.0 0.0 0.0
2023-07-23_06:15:00 0.58 23.86 97.32 2.24 236.69 61.78 232.82 194.87 37.95
2023-07-23_06:30:00 0.71 24.07 96.64 2.54 243.73 61.78 228.78 190.83 37.95
2023-07-23_06:45:00 0.81 24.74 94.34 2.99 239.33 157.57 421.05 355.69 65.37
2023-07-23_07:00:00 0.76 24.96 93.53 2.94 237.55 157.57 410.66 345.29 65.37
2023-07-23_07:15:00 0.77 25.43 92.33 2.72 235.05 218.76 272.67 93.35 179.32
2023-07-23_07:30:00 0.74 25.73 91.74 2.52 233.55 218.76 269.06 89.74 179.32
2023-07-23_07:45:00 0.77 26.26 90.65 2.78 228.03 292.04 298.09 18.65 279.44
2023-07-23_08:00:00 0.73 26.62 89.89 3.33 232.3 292.04 297.17 17.73 279.44
2023-07-23_08:15:00 0.71 27.24 88.17 3.85 238.31 461.26 491.7 166.23 325.47
2023-07-23_08:30:00 0.72 27.63 86.6 4.39 241.2 461.26 481.32 155.85 325.47
2023-07-23_08:45:00 0.69 28.08 84.41 5.27 242.49 576.55 547.5 348.07 199.43
2023-07-23_09:00:00 0.67 28.16 82.06 5.72 244.85 576.55 520.06 320.63 199.43
2023-07-23_09:15:00 0.74 28.41 77.84 5.58 246.84 702.16 525.9 386.95 138.94
2023-07-23_09:30:00 0.78 28.65 75.55 5.07 248.68 702.16 486.87 347.93 138.94
2023-07-23_09:45:00 0.8 28.75 75.79 4.58 250.1 641.6 398.35 240.34 158.01
2023-07-23_10:00:00 0.81 28.93 76.32 4.77 249.29 641.6 366.33 208.32 158.01
2023-07-23_10:15:00 0.72 29.39 75.78 5.43 249.03 797.3 599.21 100.15 499.06
2023-07-23_10:30:00 0.61 29.61 75.39 5.39 246.75 797.3 580.44 81.37 499.06
2023-07-23_10:45:00 0.6 29.84 74.76 5.33 239.87 793.6 265.05 132.7 132.35
2023-07-23_11:00:00 0.68 29.75 75.34 5.85 233.26 793.6 225.25 92.9 132.35
2023-07-23_11:15:00 0.69 29.17 75.88 6.06 231.44 728.99 195.8 46.45 149.35
2023-07-23_11:30:00 0.67 29.15 74.49 6.1 233.32 728.99 157.3 7.95 149.35
2023-07-23_11:45:00 0.67 29.31 75.61 5.88 235.37 671.1 314.36 0.0 314.36
2023-07-23_12:00:00 0.64 29.51 76.21 5.04 238.38 671.1 314.36 0.0 314.36
2023-07-23_12:15:00 0.64 29.57 76.21 5.11 233.74 580.94 133.25 0.0 133.25
2023-07-23_12:30:00 0.75 29.35 78.31 5.59 239.79 580.94 133.25 0.0 133.25
2023-07-23_12:45:00 0.84 28.6 82.28 5.43 247.89 263.84 105.68 0.0 105.68
2023-07-23_13:00:00 0.85 28.25 84.55 5.61 249.46 263.84 105.68 0.0 105.68
2023-07-23_13:15:00 0.93 28.43 82.21 6.87 252.39 519.06 359.09 0.0 359.09
2023-07-23_13:30:00 0.94 28.68 77.8 6.64 250.12 519.06 359.09 0.0 359.09
2023-07-23_13:45:00 0.89 29.2 75.12 6.67 249.0 685.85 531.97 0.0 531.97
2023-07-23_14:00:00 0.76 29.44 75.81 6.81 250.39 685.85 531.97 0.0 531.97
2023-07-23_14:15:00 0.85 29.94 75.24 6.69 252.26 766.29 232.17 0.0 232.17
2023-07-23_14:30:00 0.9 30.25 73.32 6.51 249.71 766.29 232.17 0.0 232.17
2023-07-23_14:45:00 0.81 30.34 70.96 6.9 243.77 678.82 431.97 0.0 431.97
2023-07-23_15:00:00 0.8 30.46 69.35 7.36 243.98 678.82 431.97 0.0 431.97
2023-07-23_15:15:00 0.76 30.49 69.49 7.42 244.48 606.44 247.96 0.0 247.96
2023-07-23_15:30:00 0.71 30.51 69.96 7.59 245.1 606.44 247.96 0.0 247.96
2023-07-23_15:45:00 0.69 29.84 72.56 8.05 245.55 477.01 249.95 0.0 249.95
2023-07-23_16:00:00 0.62 28.46 76.57 9.06 245.81 477.01 249.95 0.0 249.95
2023-07-23_16:15:00 0.72 27.19 78.57 8.15 245.95 256.75 109.65 0.0 109.65
2023-07-23_16:30:00 0.82 27.23 78.58 7.35 250.71 256.75 109.65 0.0 109.65
2023-07-23_16:45:00 0.91 27.29 79.23 6.11 246.1 219.93 204.93 0.0 204.93
2023-07-23_17:00:00 0.93 27.5 80.34 5.63 242.08 219.93 204.93 0.0 204.93
2023-07-23_17:15:00 0.9 27.36 82.12 4.66 241.08 91.37 90.85 0.0 90.85
2023-07-23_17:30:00 0.87 27.51 82.78 4.34 242.21 91.37 90.85 0.0 90.85
2023-07-23_17:45:00 0.87 27.32 84.83 3.77 246.4 45.27 45.01 0.0 45.01
2023-07-23_18:00:00 0.85 27.34 85.74 3.73 244.54 45.27 45.01 0.0 45.01
2023-07-23_18:15:00 0.84 27.03 87.25 3.48 241.53 1.93 1.92 0.0 1.92
2023-07-23_18:30:00 0.76 27.01 87.82 3.53 243.88 1.93 1.92 0.0 1.92
2023-07-23_18:45:00 0.79 26.87 88.69 3.35 240.37 0.0 0.0 0.0 0.0
2023-07-23_19:00:00 0.89 26.81 89.15 3.17 237.41 0.0 0.0 0.0 0.0
2023-07-23_19:15:00 0.9 26.77 89.29 3.14 233.29 0.0 0.0 0.0 0.0
2023-07-23_19:30:00 0.82 26.74 89.23 3.25 227.74 0.0 0.0 0.0 0.0
2023-07-23_19:45:00 0.73 26.44 90.4 3.08 225.66 0.0 0.0 0.0 0.0
2023-07-23_20:00:00 0.67 26.39 90.22 3.3 227.16 0.0 0.0 0.0 0.0
2023-07-23_20:15:00 0.69 26.37 89.87 3.31 230.81 0.0 0.0 0.0 0.0
2023-07-23_20:30:00 0.71 26.27 90.06 3.12 230.25 0.0 0.0 0.0 0.0
