time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-01_07:00:00 0.78 26.23 88.6 4.19 240.91 0.0 0.0 0.0 0.0
2023-09-01_07:15:00 0.86 27.7 80.86 4.4 245.11 304.21 645.36 603.46 41.89
2023-09-01_07:30:00 0.89 28.01 79.21 4.43 244.54 304.21 618.39 576.5 41.89
2023-09-01_07:45:00 0.86 27.72 80.2 3.84 241.24 135.74 151.85 45.8 106.05
2023-09-01_08:00:00 0.83 27.79 79.97 3.6 245.39 135.74 149.22 43.16 106.05
2023-09-01_08:15:00 0.89 28.65 76.29 4.58 243.98 430.03 431.42 33.37 398.05
2023-09-01_08:30:00 0.95 28.93 74.89 4.88 239.96 430.03 428.97 30.92 398.05
2023-09-01_08:45:00 0.95 29.06 74.14 5.09 238.87 316.43 311.41 14.47 296.94
2023-09-01_09:00:00 0.96 29.1 74.09 5.23 231.87 316.43 310.05 13.1 296.94
2023-09-01_09:15:00 0.94 28.83 75.48 5.4 227.53 290.17 285.76 3.88 281.88
2023-09-01_09:30:00 0.94 28.55 76.96 5.66 225.9 290.17 285.28 3.39 281.88
2023-09-01_09:45:00 0.91 28.64 76.98 6.02 228.53 566.52 547.0 10.72 536.28
2023-09-01_10:00:00 0.91 28.55 77.45 6.18 230.63 566.52 545.12 8.84 536.28
2023-09-01_10:15:00 0.94 28.73 76.6 6.29 233.42 643.93 438.75 63.38 375.37
2023-09-01_10:30:00 0.94 28.66 76.63 6.45 234.36 643.93 421.22 45.85 375.37
2023-09-01_10:45:00 0.96 28.11 79.06 6.09 233.01 188.69 160.42 3.09 157.34
2023-09-01_11:00:00 0.97 27.88 80.65 5.9 232.46 188.69 158.61 1.28 157.34
2023-09-01_11:15:00 0.97 27.26 83.91 5.17 234.12 184.17 147.26 0.0 147.26
2023-09-01_11:30:00 0.96 27.13 85.21 4.76 236.86 184.17 147.26 0.0 147.26
2023-09-01_11:45:00 0.79 27.01 86.14 4.61 235.33 211.48 194.53 0.0 194.53
2023-09-01_12:00:00 0.59 27.02 86.22 4.67 235.29 211.48 194.53 0.0 194.53
2023-09-01_12:15:00 0.56 28.37 81.08 5.69 240.87 801.43 709.29 0.0 709.29
2023-09-01_12:30:00 0.58 28.89 78.3 5.76 248.0 801.43 709.29 0.0 709.29
2023-09-01_12:45:00 0.62 29.56 74.47 5.77 255.64 818.45 699.31 0.0 699.31
2023-09-01_13:00:00 0.54 30.11 70.86 5.67 260.3 818.45 699.31 0.0 699.31
2023-09-01_13:15:00 0.52 30.61 67.57 5.75 259.72 807.35 555.86 0.0 555.86
2023-09-01_13:30:00 0.49 30.96 65.13 5.49 261.34 807.35 555.86 0.0 555.86
2023-09-01_13:45:00 0.58 31.17 63.94 5.51 257.04 744.49 537.86 0.0 537.86
2023-09-01_14:00:00 0.66 31.35 63.58 5.66 254.65 744.49 537.86 0.0 537.86
2023-09-01_14:15:00 0.82 31.38 63.86 5.57 251.74 641.37 416.08 0.0 416.08
2023-09-01_14:30:00 0.92 31.51 63.89 5.52 252.44 641.37 416.08 0.0 416.08
2023-09-01_14:45:00 0.91 30.81 66.67 4.94 256.04 202.19 85.46 0.0 85.46
2023-09-01_15:00:00 0.85 30.77 67.15 4.68 254.04 202.19 85.46 0.0 85.46
2023-09-01_15:15:00 0.65 30.38 68.81 3.99 251.58 180.09 78.15 0.0 78.15
2023-09-01_15:30:00 0.64 30.38 69.06 3.51 245.03 180.09 78.15 0.0 78.15
2023-09-01_15:45:00 0.66 30.63 68.26 3.44 241.03 226.38 108.13 0.0 108.13
2023-09-01_16:00:00 0.73 30.7 68.06 3.4 239.87 226.38 108.13 0.0 108.13
2023-09-01_16:15:00 0.71 31.01 66.29 4.13 242.13 262.33 69.48 0.0 69.48
2023-09-01_16:30:00 0.83 31.08 65.81 5.2 240.47 262.33 69.48 0.0 69.48
2023-09-01_16:45:00 0.87 30.86 65.88 5.89 238.25 214.27 51.49 0.0 51.49
2023-09-01_17:00:00 0.91 30.63 65.94 6.37 240.51 214.27 51.49 0.0 51.49
2023-09-01_17:15:00 0.93 30.01 68.02 5.91 245.33 132.03 30.44 0.0 30.44
2023-09-01_17:30:00 0.92 29.66 69.47 5.81 247.04 132.03 30.44 0.0 30.44
2023-09-01_17:45:00 0.9 28.87 72.36 4.69 246.45 16.98 8.79 0.0 8.79
2023-09-01_18:00:00 0.88 28.53 74.4 4.25 250.16 16.98 8.79 0.0 8.79
2023-09-01_18:15:00 0.85 28.07 76.12 4.18 251.56 0.0 0.0 0.0 0.0
2023-09-01_18:30:00 0.94 27.81 77.85 4.4 250.71 0.0 0.0 0.0 0.0
2023-09-01_18:45:00 0.92 27.49 80.25 4.68 249.44 0.0 0.0 0.0 0.0
2023-09-01_19:00:00 0.84 27.19 82.93 4.71 252.02 0.0 0.0 0.0 0.0
