time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-10_07:00:00 0.28 26.53 78.77 3.2 198.52 0.0 0.0 0.0 0.0
2023-09-10_07:15:00 0.26 27.68 76.15 3.89 203.55 361.59 634.61 591.14 43.47
2023-09-10_07:30:00 0.27 27.92 75.08 4.29 199.78 361.59 604.12 560.66 43.47
2023-09-10_07:45:00 0.27 28.36 73.24 4.75 199.43 480.26 604.96 544.99 59.97
2023-09-10_08:00:00 0.24 28.7 71.81 4.89 201.71 480.26 568.94 508.97 59.97
2023-09-10_08:15:00 0.25 29.15 70.15 5.36 201.7 594.68 558.31 499.56 58.75
2023-09-10_08:30:00 0.3 29.51 68.82 5.56 205.9 594.68 515.92 457.17 58.75
2023-09-10_08:45:00 0.29 29.97 67.19 5.51 213.22 690.32 502.42 379.54 122.88
2023-09-10_09:00:00 0.27 30.36 65.7 5.38 215.41 690.32 460.31 337.43 122.88
2023-09-10_09:15:00 0.28 30.82 64.1 5.15 213.8 773.49 456.44 274.87 181.57
2023-09-10_09:30:00 0.37 31.2 62.88 5.09 213.16 773.49 414.83 233.26 181.57
2023-09-10_09:45:00 0.38 31.53 61.94 5.14 218.24 831.2 468.37 152.74 315.63
2023-09-10_10:00:00 0.37 31.72 61.41 5.33 222.79 831.2 433.91 118.28 315.63
2023-09-10_10:15:00 0.33 31.92 60.73 5.7 229.29 864.65 500.45 65.38 435.06
2023-09-10_10:30:00 0.36 32.07 60.16 6.0 232.81 864.65 473.42 38.35 435.06
2023-09-10_10:45:00 0.38 32.2 59.59 6.25 233.79 932.95 376.68 16.23 360.46
2023-09-10_11:00:00 0.36 32.23 59.57 6.02 234.51 932.95 360.46 0.0 360.46
2023-09-10_11:15:00 0.36 32.33 59.39 5.97 235.45 980.84 221.85 0.0 221.85
2023-09-10_11:30:00 0.34 32.39 59.37 5.69 235.93 980.84 221.85 0.0 221.85
2023-09-10_11:45:00 0.27 32.49 59.14 5.44 237.07 981.17 285.59 0.0 285.59
2023-09-10_12:00:00 0.24 32.62 58.82 5.12 236.98 981.17 285.59 0.0 285.59
2023-09-10_12:15:00 0.19 32.76 58.43 4.97 235.69 963.97 327.76 0.0 327.76
2023-09-10_12:30:00 0.15 32.9 58.18 4.89 232.94 963.97 327.76 0.0 327.76
2023-09-10_12:45:00 0.11 32.99 57.99 4.83 229.32 962.76 78.5 0.0 78.5
2023-09-10_13:00:00 0.06 33.07 57.86 4.78 227.14 962.76 78.5 0.0 78.5
2023-09-10_13:15:00 0.05 33.14 57.78 4.76 225.84 913.46 84.81 0.0 84.81
2023-09-10_13:30:00 0.06 33.22 57.66 4.75 223.93 913.46 84.81 0.0 84.81
2023-09-10_13:45:00 0.08 33.25 57.54 4.95 221.74 804.53 353.19 0.0 353.19
2023-09-10_14:00:00 0.08 33.28 57.62 4.95 221.33 804.53 353.19 0.0 353.19
2023-09-10_14:15:00 0.07 33.2 57.83 4.99 220.01 685.37 457.42 0.0 457.42
2023-09-10_14:30:00 0.05 33.21 57.73 5.08 220.83 685.37 457.42 0.0 457.42
2023-09-10_14:45:00 0.03 33.17 57.55 5.42 217.4 626.48 252.46 0.0 252.46
2023-09-10_15:00:00 0.02 33.15 57.46 5.52 218.26 626.48 252.46 0.0 252.46
2023-09-10_15:15:00 0.03 33.02 57.72 5.33 219.74 523.9 138.42 0.0 138.42
2023-09-10_15:30:00 0.03 33.0 57.67 5.15 220.6 523.9 138.42 0.0 138.42
2023-09-10_15:45:00 0.02 32.84 58.05 5.11 217.42 395.15 253.79 0.0 253.79
2023-09-10_16:00:00 0.04 32.63 59.17 4.85 209.96 395.15 253.79 0.0 253.79
2023-09-10_16:15:00 0.07 31.92 63.03 4.88 192.24 267.22 213.1 0.0 213.1
2023-09-10_16:30:00 0.07 31.45 65.76 5.13 178.72 267.22 213.1 0.0 213.1
2023-09-10_16:45:00 0.08 30.84 68.85 5.25 169.25 121.6 119.23 0.0 119.23
2023-09-10_17:00:00 0.1 30.68 70.46 5.25 166.93 121.6 119.23 0.0 119.23
2023-09-10_17:15:00 0.11 30.04 73.44 5.15 164.13 44.54 44.28 0.0 44.28
2023-09-10_17:30:00 0.1 29.95 74.03 5.24 162.05 44.54 44.28 0.0 44.28
2023-09-10_17:45:00 0.1 29.2 76.71 5.33 163.4 0.4 0.39 0.0 0.39
2023-09-10_18:00:00 0.09 29.06 77.08 5.39 166.06 0.4 0.39 0.0 0.39
2023-09-10_18:15:00 0.1 28.88 77.52 5.55 169.2 0.0 0.0 0.0 0.0
2023-09-10_18:30:00 0.15 28.74 77.96 5.38 171.56 0.0 0.0 0.0 0.0
2023-09-10_18:45:00 0.13 28.53 78.84 5.14 171.77 0.0 0.0 0.0 0.0
2023-09-10_19:00:00 0.09 28.42 79.51 5.01 171.37 0.0 0.0 0.0 0.0
2023-09-10_19:15:00 0.09 28.43 79.72 4.83 171.78 0.0 0.0 0.0 0.0
2023-09-10_19:30:00 0.07 28.37 80.22 4.76 171.04 0.0 0.0 0.0 0.0
2023-09-10_19:45:00 0.11 28.24 80.78 4.91 175.98 0.0 0.0 0.0 0.0
2023-09-10_20:00:00 0.09 28.13 80.93 4.63 181.89 0.0 0.0 0.0 0.0
2023-09-10_20:15:00 0.11 28.12 80.32 4.28 188.49 0.0 0.0 0.0 0.0
2023-09-10_20:30:00 0.16 28.13 79.39 4.08 195.24 0.0 0.0 0.0 0.0
2023-09-10_20:45:00 0.19 28.2 78.16 4.17 198.42 0.0 0.0 0.0 0.0
2023-09-10_21:00:00 0.18 28.2 77.38 4.17 199.64 0.0 0.0 0.0 0.0
2023-09-10_21:15:00 0.14 28.31 76.27 3.99 203.85 0.0 0.0 0.0 0.0
2023-09-10_21:30:00 0.14 28.3 75.7 4.0 202.75 0.0 0.0 0.0 0.0
2023-09-10_21:45:00 0.18 28.11 75.96 4.4 194.94 0.0 0.0 0.0 0.0
2023-09-10_22:00:00 0.2 28.07 75.76 4.61 190.67 0.0 0.0 0.0 0.0
2023-09-10_22:15:00 0.23 27.91 75.83 4.78 190.84 0.0 0.0 0.0 0.0
2023-09-10_22:30:00 0.27 27.82 75.56 5.09 194.53 0.0 0.0 0.0 0.0
2023-09-10_22:45:00 0.33 27.63 76.06 5.28 196.34 0.0 0.0 0.0 0.0
2023-09-10_23:00:00 0.31 27.58 75.95 5.43 199.06 0.0 0.0 0.0 0.0
2023-09-10_23:15:00 0.21 27.5 75.97 5.6 202.64 0.0 0.0 0.0 0.0
2023-09-10_23:30:00 0.22 27.32 76.57 5.31 203.37 0.0 0.0 0.0 0.0
2023-09-10_23:45:00 0.18 27.52 75.55 5.1 203.96 0.0 0.0 0.0 0.0
2023-09-11_00:00:00 0.22 27.51 75.22 5.05 205.3 0.0 0.0 0.0 0.0
2023-09-11_00:15:00 0.28 27.56 74.57 5.04 206.06 0.0 0.0 0.0 0.0
