time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-08-23_07:00:00 0.74 25.81 89.57 1.34 195.91 0.0 0.0 0.0 0.0
2023-08-23_07:15:00 0.71 26.56 85.88 1.65 213.8 315.75 670.0 627.75 42.25
2023-08-23_07:30:00 0.72 26.82 84.49 1.67 220.54 315.75 642.73 600.49 42.25
2023-08-23_07:45:00 0.7 27.18 82.79 1.86 225.66 375.96 435.56 167.43 268.13
2023-08-23_08:00:00 0.67 27.42 81.56 2.06 233.61 375.96 426.23 158.1 268.13
2023-08-23_08:15:00 0.72 27.88 79.52 2.26 236.68 534.75 588.91 453.28 135.63
2023-08-23_08:30:00 0.73 28.17 78.01 2.59 241.69 534.75 556.77 421.14 135.63
2023-08-23_08:45:00 0.73 28.64 75.84 2.97 243.19 663.95 562.58 498.98 63.6
2023-08-23_09:00:00 0.71 28.95 74.18 3.27 243.77 663.95 517.27 453.67 63.6
2023-08-23_09:15:00 0.71 29.36 72.39 3.52 246.09 764.49 481.72 424.57 57.14
2023-08-23_09:30:00 0.72 29.64 71.14 3.66 250.52 764.49 431.16 374.02 57.14
2023-08-23_09:45:00 0.72 30.02 69.55 3.8 252.7 849.06 386.89 327.75 59.14
2023-08-23_10:00:00 0.69 30.29 68.33 4.07 254.35 849.06 333.08 273.94 59.14
2023-08-23_10:15:00 0.72 30.67 66.65 4.2 253.36 918.25 282.65 222.01 60.65
2023-08-23_10:30:00 0.69 30.98 65.11 4.22 255.64 918.25 226.93 166.28 60.65
2023-08-23_10:45:00 0.73 31.25 63.71 4.21 255.57 941.99 186.74 105.64 81.1
2023-08-23_11:00:00 0.73 31.5 62.52 4.05 254.44 941.99 135.33 54.23 81.1
2023-08-23_11:15:00 0.72 31.8 61.17 4.13 254.92 925.11 75.39 0.0 75.39
2023-08-23_11:30:00 0.68 32.07 59.94 4.2 254.34 925.11 75.39 0.0 75.39
2023-08-23_11:45:00 0.68 32.13 59.32 4.13 253.16 784.28 83.63 0.0 83.63
2023-08-23_12:00:00 0.63 32.35 58.38 4.05 250.03 784.28 83.63 0.0 83.63
2023-08-23_12:15:00 0.59 32.57 57.44 4.07 249.03 734.25 129.66 0.0 129.66
2023-08-23_12:30:00 0.57 32.77 56.58 4.16 248.79 734.25 129.66 0.0 129.66
2023-08-23_12:45:00 0.56 33.03 55.58 4.26 249.39 923.81 85.82 0.0 85.82
2023-08-23_13:00:00 0.55 33.23 54.86 4.33 248.08 923.81 85.82 0.0 85.82
2023-08-23_13:15:00 0.56 33.31 54.47 4.35 247.02 676.92 78.47 0.0 78.47
2023-08-23_13:30:00 0.55 33.47 53.65 4.43 247.75 676.92 78.47 0.0 78.47
2023-08-23_13:45:00 0.55 33.54 53.1 4.33 249.75 687.5 86.28 0.0 86.28
2023-08-23_14:00:00 0.51 33.57 53.29 4.59 249.46 687.5 86.28 0.0 86.28
2023-08-23_14:15:00 0.49 33.51 54.1 4.88 245.67 606.52 70.17 0.0 70.17
2023-08-23_14:30:00 0.48 33.48 54.32 4.79 244.65 606.52 70.17 0.0 70.17
2023-08-23_14:45:00 0.44 33.4 54.33 4.76 247.39 586.88 50.93 0.0 50.93
2023-08-23_15:00:00 0.4 33.43 54.21 4.61 249.9 586.88 50.93 0.0 50.93
2023-08-23_15:15:00 0.36 33.53 53.68 4.63 249.13 596.69 50.25 0.0 50.25
2023-08-23_15:30:00 0.33 33.69 52.71 4.73 247.3 596.69 50.25 0.0 50.25
2023-08-23_15:45:00 0.32 33.72 52.13 4.75 245.81 480.0 57.98 0.0 57.98
2023-08-23_16:00:00 0.31 33.69 52.7 5.19 242.77 480.0 57.98 0.0 57.98
2023-08-23_16:15:00 0.3 33.29 54.8 5.47 238.76 395.05 47.41 0.0 47.41
2023-08-23_16:30:00 0.32 33.06 56.04 5.48 235.31 395.05 47.41 0.0 47.41
2023-08-23_16:45:00 0.32 32.59 58.22 5.62 235.2 278.42 40.12 0.0 40.12
2023-08-23_17:00:00 0.31 32.2 60.4 5.89 237.65 278.42 40.12 0.0 40.12
2023-08-23_17:15:00 0.29 31.56 62.76 5.23 238.47 127.62 29.41 0.0 29.41
2023-08-23_17:30:00 0.27 31.42 62.83 4.9 237.27 127.62 29.41 0.0 29.41
2023-08-23_17:45:00 0.27 30.94 64.37 4.39 235.73 45.61 15.96 0.0 15.96
2023-08-23_18:00:00 0.26 30.82 65.23 4.39 233.33 45.61 15.96 0.0 15.96
2023-08-23_18:15:00 0.23 30.43 66.91 4.3 232.09 0.0 0.0 0.0 0.0
2023-08-23_18:30:00 0.21 30.32 68.06 4.57 233.62 0.0 0.0 0.0 0.0
2023-08-23_18:45:00 0.23 30.11 69.43 4.51 235.55 0.0 0.0 0.0 0.0
2023-08-23_19:00:00 0.23 29.93 70.07 4.67 235.11 0.0 0.0 0.0 0.0
2023-08-23_19:15:00 0.28 29.71 70.53 4.79 235.96 0.0 0.0 0.0 0.0
2023-08-23_19:30:00 0.29 29.51 70.69 5.03 236.47 0.0 0.0 0.0 0.0
2023-08-23_19:45:00 0.3 29.3 70.9 5.19 237.48 0.0 0.0 0.0 0.0
2023-08-23_20:00:00 0.31 29.1 71.06 5.09 238.46 0.0 0.0 0.0 0.0
2023-08-23_20:15:00 0.3 28.86 71.61 4.98 239.84 0.0 0.0 0.0 0.0
2023-08-23_20:30:00 0.31 28.62 72.4 4.67 240.27 0.0 0.0 0.0 0.0
2023-08-23_20:45:00 0.3 28.38 73.19 4.6 239.99 0.0 0.0 0.0 0.0
2023-08-23_21:00:00 0.34 28.22 73.6 4.65 238.89 0.0 0.0 0.0 0.0
2023-08-23_21:15:00 0.31 28.02 74.04 4.7 237.4 0.0 0.0 0.0 0.0
2023-08-23_21:30:00 0.3 27.86 74.51 4.63 240.96 0.0 0.0 0.0 0.0
2023-08-23_21:45:00 0.3 27.67 75.25 4.43 238.67 0.0 0.0 0.0 0.0
2023-08-23_22:00:00 0.29 27.5 76.08 4.18 235.33 0.0 0.0 0.0 0.0
2023-08-23_22:15:00 0.32 27.29 77.27 3.89 234.04 0.0 0.0 0.0 0.0
2023-08-23_22:30:00 0.38 27.12 78.34 3.7 235.24 0.0 0.0 0.0 0.0
2023-08-23_22:45:00 0.31 26.95 79.43 3.72 232.26 0.0 0.0 0.0 0.0
2023-08-23_23:00:00 0.32 26.79 80.65 3.35 232.37 0.0 0.0 0.0 0.0
2023-08-23_23:15:00 0.31 26.63 81.87 3.27 231.25 0.0 0.0 0.0 0.0
2023-08-23_23:30:00 0.24 26.54 82.7 3.49 228.0 0.0 0.0 0.0 0.0
2023-08-23_23:45:00 0.24 26.43 83.83 3.41 230.19 0.0 0.0 0.0 0.0
2023-08-24_00:00:00 0.29 26.35 84.85 3.35 231.65 0.0 0.0 0.0 0.0
2023-08-24_00:15:00 0.3 26.31 85.53 3.85 233.08 0.0 0.0 0.0 0.0
2023-08-24_00:30:00 0.27 26.27 86.28 3.92 230.6 0.0 0.0 0.0 0.0
2023-08-24_00:45:00 0.31 26.17 87.14 3.46 228.6 0.0 0.0 0.0 0.0
2023-08-24_01:00:00 0.36 26.06 87.98 3.15 229.27 0.0 0.0 0.0 0.0
