time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-06_07:00:00 0.99 25.7 92.35 2.13 251.76 0.0 0.0 0.0 0.0
2023-09-06_07:15:00 0.89 26.86 88.02 2.49 247.34 359.15 635.93 591.51 44.42
2023-09-06_07:30:00 0.86 27.07 86.37 2.88 248.36 359.15 606.09 561.67 44.42
2023-09-06_07:45:00 0.82 27.24 84.88 3.16 236.92 230.8 229.49 0.02 229.46
2023-09-06_08:00:00 0.87 27.45 83.54 3.26 228.7 230.8 229.49 0.02 229.46
2023-09-06_08:15:00 0.91 27.74 82.0 3.36 221.58 281.03 279.43 0.0 279.43
2023-09-06_08:30:00 0.93 27.98 80.67 3.56 214.38 281.03 279.43 0.0 279.43
2023-09-06_08:45:00 0.9 28.24 79.36 3.79 211.9 313.71 311.93 0.0 311.92
2023-09-06_09:00:00 0.89 28.49 78.14 3.94 213.05 313.71 311.93 0.0 311.92
2023-09-06_09:15:00 0.86 28.78 76.82 3.92 218.96 371.15 368.9 0.13 368.78
2023-09-06_09:30:00 0.85 29.05 75.51 3.77 223.84 371.15 368.88 0.11 368.78
2023-09-06_09:45:00 0.85 29.52 73.67 3.52 223.12 582.86 551.67 12.74 538.94
2023-09-06_10:00:00 0.84 29.87 72.06 3.35 223.77 582.86 548.95 10.01 538.94
2023-09-06_10:15:00 0.85 30.34 70.24 3.31 230.71 729.92 700.4 5.14 695.26
2023-09-06_10:30:00 0.88 30.71 68.76 3.17 238.25 729.92 698.46 3.21 695.26
2023-09-06_10:45:00 0.88 31.0 67.8 2.83 242.7 715.0 700.87 0.44 700.42
2023-09-06_11:00:00 0.85 31.17 67.54 2.5 246.89 715.0 700.42 0.0 700.42
2023-09-06_11:15:00 0.83 31.24 67.95 1.91 256.69 577.7 572.99 0.0 572.99
2023-09-06_11:30:00 0.81 31.28 68.51 1.39 275.65 577.7 572.99 0.0 572.99
2023-09-06_11:45:00 0.81 31.27 69.23 0.95 301.65 557.13 553.85 0.0 553.85
