time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-06_07:00:00 0.58 25.6 93.58 1.57 240.28 0.0 0.0 0.0 0.0
2023-09-06_07:15:00 0.58 26.52 88.79 1.82 252.8 315.73 641.56 598.45 43.11
2023-09-06_07:30:00 0.59 26.72 87.35 1.91 256.34 315.73 613.66 570.55 43.11
2023-09-06_07:45:00 0.55 26.98 85.79 2.05 251.18 296.82 296.96 5.44 291.52
2023-09-06_08:00:00 0.53 27.17 84.73 1.97 247.13 296.82 296.64 5.11 291.52
2023-09-06_08:15:00 0.52 27.61 83.13 2.21 246.22 494.73 505.58 190.64 314.94
2023-09-06_08:30:00 0.49 27.84 82.05 2.39 245.98 494.73 490.96 176.02 314.94
2023-09-06_08:45:00 0.48 28.15 80.76 2.57 247.13 525.73 512.3 36.61 475.69
2023-09-06_09:00:00 0.5 28.36 79.65 2.56 253.94 525.73 508.66 32.98 475.69
2023-09-06_09:15:00 0.5 28.56 78.65 2.71 257.85 482.34 477.74 2.26 475.48
2023-09-06_09:30:00 0.48 28.76 77.76 2.72 262.15 482.34 477.44 1.96 475.48
2023-09-06_09:45:00 0.45 29.03 76.85 2.72 265.17 607.69 595.7 4.95 590.75
2023-09-06_10:00:00 0.44 29.22 75.98 2.84 275.36 607.69 594.76 4.01 590.75
2023-09-06_10:15:00 0.43 29.39 75.15 2.91 279.46 596.82 578.9 3.91 574.99
2023-09-06_10:30:00 0.43 29.57 74.42 2.91 275.76 596.82 577.68 2.7 574.99
2023-09-06_10:45:00 0.43 29.73 73.81 2.79 275.5 631.2 559.24 5.71 553.53
2023-09-06_11:00:00 0.42 29.9 73.21 2.8 278.67 631.2 554.98 1.45 553.53
2023-09-06_11:15:00 0.4 30.03 72.74 2.84 280.74 585.0 552.17 0.0 552.17
2023-09-06_11:30:00 0.39 30.14 72.35 2.85 284.12 585.0 552.17 0.0 552.17
2023-09-06_11:45:00 0.37 30.31 71.7 3.03 286.91 609.39 580.5 0.0 580.5
2023-09-06_12:00:00 0.34 30.45 71.09 3.07 290.4 609.39 580.5 0.0 580.5
2023-09-06_12:15:00 0.33 30.65 70.27 2.93 289.59 629.22 588.71 0.0 588.71
2023-09-06_12:30:00 0.29 30.8 69.52 2.66 288.13 629.22 588.71 0.0 588.71
2023-09-06_12:45:00 0.26 30.95 68.79 2.41 286.89 573.86 564.58 0.0 564.58
2023-09-06_13:00:00 0.25 31.1 68.09 2.3 286.78 573.86 564.58 0.0 564.58
2023-09-06_13:15:00 0.28 31.16 67.63 1.94 282.43 508.49 488.66 0.0 488.66
2023-09-06_13:30:00 0.31 31.29 67.05 1.81 279.25 508.49 488.66 0.0 488.66
2023-09-06_13:45:00 0.33 31.33 66.76 1.67 277.41 438.79 435.27 0.0 435.27
2023-09-06_14:00:00 0.31 31.43 66.37 1.48 271.84 438.79 435.27 0.0 435.27
2023-09-06_14:15:00 0.3 31.38 66.34 1.19 262.56 298.14 296.42 0.0 296.42
2023-09-06_14:30:00 0.29 31.43 66.17 1.14 256.0 298.14 296.42 0.0 296.42
2023-09-06_14:45:00 0.3 31.38 66.47 1.17 259.27 285.05 283.42 0.0 283.42
2023-09-06_15:00:00 0.29 31.4 66.39 1.34 256.13 285.05 283.42 0.0 283.42
2023-09-06_15:15:00 0.28 31.29 67.07 1.41 243.42 248.81 247.39 0.0 247.39
2023-09-06_15:30:00 0.27 31.24 67.6 1.53 231.33 248.81 247.39 0.0 247.39
2023-09-06_15:45:00 0.25 31.05 68.74 1.84 227.97 164.7 163.76 0.0 163.76
2023-09-06_16:00:00 0.23 30.88 69.84 2.13 222.29 164.7 163.76 0.0 163.76
2023-09-06_16:15:00 0.23 30.6 71.38 2.33 219.77 140.21 139.41 0.0 139.41
2023-09-06_16:30:00 0.22 30.5 72.03 2.52 216.99 140.21 139.41 0.0 139.41
2023-09-06_16:45:00 0.21 30.21 73.63 2.48 212.84 76.84 76.4 0.0 76.4
2023-09-06_17:00:00 0.22 30.13 74.02 2.49 215.93 76.84 76.4 0.0 76.4
2023-09-06_17:15:00 0.22 29.7 76.53 2.1 222.72 35.31 35.11 0.0 35.11
2023-09-06_17:30:00 0.2 29.62 76.99 1.87 219.18 35.31 35.11 0.0 35.11
2023-09-06_17:45:00 0.21 29.06 79.42 1.61 215.21 7.67 7.63 0.0 7.63
2023-09-06_18:00:00 0.19 29.01 79.18 1.8 205.12 7.67 7.63 0.0 7.63
2023-09-06_18:15:00 0.2 28.79 78.8 2.14 191.79 0.0 0.0 0.0 0.0
2023-09-06_18:30:00 0.22 28.73 78.63 2.24 203.3 0.0 0.0 0.0 0.0
2023-09-06_18:45:00 0.23 28.55 79.38 2.22 218.9 0.0 0.0 0.0 0.0
2023-09-06_19:00:00 0.23 28.47 79.47 2.6 234.47 0.0 0.0 0.0 0.0
2023-09-06_19:15:00 0.23 28.3 80.53 2.87 249.47 0.0 0.0 0.0 0.0
2023-09-06_19:30:00 0.25 28.02 82.73 2.58 260.93 0.0 0.0 0.0 0.0
2023-09-06_19:45:00 0.27 27.87 84.16 2.46 265.46 0.0 0.0 0.0 0.0
2023-09-06_20:00:00 0.32 27.67 85.83 2.19 263.85 0.0 0.0 0.0 0.0
2023-09-06_20:15:00 0.39 27.43 87.42 2.02 264.91 0.0 0.0 0.0 0.0
2023-09-06_20:30:00 0.39 27.32 88.43 1.9 270.12 0.0 0.0 0.0 0.0
2023-09-06_20:45:00 0.35 27.2 89.29 1.88 271.19 0.0 0.0 0.0 0.0
2023-09-06_21:00:00 0.32 27.09 90.3 1.78 265.95 0.0 0.0 0.0 0.0
2023-09-06_21:15:00 0.34 26.87 91.54 1.6 257.26 0.0 0.0 0.0 0.0
2023-09-06_21:30:00 0.35 26.8 91.88 1.91 253.26 0.0 0.0 0.0 0.0
2023-09-06_21:45:00 0.39 26.67 92.31 2.3 254.2 0.0 0.0 0.0 0.0
2023-09-06_22:00:00 0.46 26.7 91.71 3.12 254.86 0.0 0.0 0.0 0.0
2023-09-06_22:15:00 0.59 26.7 91.58 3.86 258.28 0.0 0.0 0.0 0.0
2023-09-06_22:30:00 0.65 26.57 91.89 4.76 268.24 0.0 0.0 0.0 0.0
2023-09-06_22:45:00 0.79 26.3 92.01 5.38 271.01 0.0 0.0 0.0 0.0
2023-09-06_23:00:00 0.83 25.99 91.57 4.5 278.49 0.0 0.0 0.0 0.0
2023-09-06_23:15:00 0.82 25.68 91.93 3.6 277.42 0.0 0.0 0.0 0.0
2023-09-06_23:30:00 0.84 25.49 92.46 2.65 291.52 0.0 0.0 0.0 0.0
2023-09-06_23:45:00 0.86 25.29 92.86 2.43 305.99 0.0 0.0 0.0 0.0
2023-09-07_00:00:00 0.85 25.14 92.83 2.83 301.88 0.0 0.0 0.0 0.0
2023-09-07_00:15:00 0.92 25.14 93.98 1.18 297.15 0.0 0.0 0.0 0.0
2023-09-07_00:30:00 0.88 25.08 94.45 1.39 273.5 0.0 0.0 0.0 0.0
2023-09-07_00:45:00 0.91 25.03 94.91 1.42 256.77 0.0 0.0 0.0 0.0
2023-09-07_01:00:00 0.9 24.97 95.46 1.62 259.32 0.0 0.0 0.0 0.0
2023-09-07_01:15:00 0.88 24.92 95.38 2.14 264.17 0.0 0.0 0.0 0.0
2023-09-07_01:30:00 0.88 24.9 95.37 2.43 257.08 0.0 0.0 0.0 0.0
2023-09-07_01:45:00 0.89 24.87 95.61 2.34 257.37 0.0 0.0 0.0 0.0
2023-09-07_02:00:00 0.91 24.83 96.18 1.7 261.95 0.0 0.0 0.0 0.0
2023-09-07_02:15:00 0.91 24.81 96.37 1.65 269.18 0.0 0.0 0.0 0.0
2023-09-07_02:30:00 0.94 24.79 96.67 1.39 272.67 0.0 0.0 0.0 0.0
2023-09-07_02:45:00 0.94 24.74 97.07 1.09 277.54 0.0 0.0 0.0 0.0
2023-09-07_03:00:00 0.95 24.75 97.07 0.81 285.13 0.0 0.0 0.0 0.0
2023-09-07_03:15:00 0.88 24.77 96.94 0.7 266.52 0.0 0.0 0.0 0.0
2023-09-07_03:30:00 0.8 24.76 96.94 0.78 246.55 0.0 0.0 0.0 0.0
2023-09-07_03:45:00 0.77 24.69 97.16 0.76 227.85 0.0 0.0 0.0 0.0
2023-09-07_04:00:00 0.7 24.69 97.25 0.96 225.34 0.0 0.0 0.0 0.0
2023-09-07_04:15:00 0.63 24.82 97.04 1.07 236.95 0.0 0.0 0.0 0.0
2023-09-07_04:30:00 0.6 24.84 97.15 1.23 239.98 0.0 0.0 0.0 0.0
2023-09-07_04:45:00 0.59 24.78 97.46 1.21 244.92 0.0 0.0 0.0 0.0
2023-09-07_05:00:00 0.53 24.76 97.61 1.3 254.61 0.0 0.0 0.0 0.0
2023-09-07_05:15:00 0.49 24.71 97.76 1.53 262.51 0.0 0.0 0.0 0.0
2023-09-07_05:30:00 0.47 24.69 97.91 1.66 259.86 0.0 0.0 0.0 0.0
2023-09-07_05:45:00 0.51 24.61 98.15 1.57 255.5 0.0 0.0 0.0 0.0
2023-09-07_06:00:00 0.51 24.62 98.22 1.54 249.26 0.0 0.0 0.0 0.0
2023-09-07_06:15:00 0.51 25.29 96.08 1.66 248.2 36.69 36.48 0.0 36.48
2023-09-07_06:30:00 0.48 25.35 95.97 1.66 246.93 36.69 36.48 0.0 36.48
2023-09-07_06:45:00 0.48 25.8 94.29 2.05 243.09 112.97 112.85 0.72 112.13
2023-09-07_07:00:00 0.48 25.97 93.67 2.32 246.52 112.97 112.82 0.69 112.13
2023-09-07_07:15:00 0.46 26.5 91.76 2.72 259.07 254.59 291.37 70.16 221.21
2023-09-07_07:30:00 0.48 26.79 90.42 2.61 266.2 254.59 288.08 66.87 221.21
2023-09-07_07:45:00 0.46 27.24 88.43 2.64 268.02 354.02 381.93 89.14 292.78
2023-09-07_08:00:00 0.41 27.51 86.84 2.64 270.15 354.02 376.55 83.77 292.78
2023-09-07_08:15:00 0.35 27.93 84.79 2.71 276.03 457.49 461.56 99.2 362.36
2023-09-07_08:30:00 0.29 28.21 83.05 2.56 280.97 457.49 453.9 91.54 362.36
2023-09-07_08:45:00 0.24 28.65 81.21 2.81 281.48 620.13 550.28 226.16 324.12
2023-09-07_09:00:00 0.3 28.94 79.69 2.83 280.4 620.13 527.65 203.53 324.12
2023-09-07_09:15:00 0.29 29.33 77.93 2.83 285.48 742.36 520.2 262.28 257.92
2023-09-07_09:30:00 0.26 29.61 76.49 2.89 285.53 742.36 485.1 227.18 257.92
2023-09-07_09:45:00 0.31 29.91 75.08 2.84 286.75 784.2 569.41 119.91 449.5
2023-09-07_10:00:00 0.28 30.13 74.03 2.83 289.72 784.2 546.45 96.95 449.5
2023-09-07_10:15:00 0.33 30.3 73.14 2.79 291.33 782.54 228.31 144.81 83.5
2023-09-07_10:30:00 0.37 30.48 72.27 2.7 293.6 782.54 182.41 98.91 83.5
2023-09-07_10:45:00 0.37 30.56 71.77 2.82 298.09 758.86 162.31 46.94 115.36
2023-09-07_11:00:00 0.29 30.68 71.2 2.94 302.03 758.86 118.5 3.13 115.36
2023-09-07_11:15:00 0.28 30.96 70.19 3.1 308.68 846.01 146.53 0.0 146.53
2023-09-07_11:30:00 0.23 31.17 69.21 3.02 308.28 846.01 146.53 0.0 146.53
2023-09-07_11:45:00 0.28 31.52 67.59 3.05 308.82 944.25 293.89 0.0 293.89
2023-09-07_12:00:00 0.2 31.71 66.58 3.16 312.83 944.25 293.89 0.0 293.89
2023-09-07_12:15:00 0.14 31.84 65.72 3.26 319.13 894.06 357.56 0.0 357.56
2023-09-07_12:30:00 0.06 31.95 64.85 3.33 320.54 894.06 357.56 0.0 357.56
2023-09-07_12:45:00 0.03 32.05 63.94 3.07 320.11 900.01 308.89 0.0 308.89
2023-09-07_13:00:00 0.03 32.18 63.08 3.12 322.54 900.01 308.89 0.0 308.89
2023-09-07_13:15:00 0.06 32.3 62.56 3.13 326.06 879.16 139.31 0.0 139.31
2023-09-07_13:30:00 0.08 32.45 62.02 3.0 324.03 879.16 139.31 0.0 139.31
2023-09-07_13:45:00 0.12 32.5 61.81 3.0 312.16 794.06 94.85 0.0 94.85
2023-09-07_14:00:00 0.22 32.61 61.53 2.92 313.94 794.06 94.85 0.0 94.85
2023-09-07_14:15:00 0.29 32.67 61.47 2.99 321.9 702.92 82.3 0.0 82.3
2023-09-07_14:30:00 0.32 32.76 61.4 2.81 322.59 702.92 82.3 0.0 82.3
2023-09-07_14:45:00 0.28 32.69 61.77 2.72 333.03 646.7 57.5 0.0 57.5
2023-09-07_15:00:00 0.31 32.74 61.65 2.48 333.69 646.7 57.5 0.0 57.5
2023-09-07_15:15:00 0.17 32.56 62.35 2.89 335.2 491.78 59.6 0.0 59.6
2023-09-07_15:30:00 0.14 32.53 62.5 2.67 340.69 491.78 59.6 0.0 59.6
2023-09-07_15:45:00 0.17 32.5 62.46 2.31 346.35 394.52 43.96 0.0 43.96
2023-09-07_16:00:00 0.15 32.53 62.17 2.18 355.14 394.52 43.96 0.0 43.96
2023-09-07_16:15:00 0.13 32.4 62.55 2.7 9.73 368.08 45.54 0.0 45.54
2023-09-07_16:30:00 0.11 32.41 62.58 2.51 10.82 368.08 45.54 0.0 45.54
2023-09-07_16:45:00 0.1 32.23 63.33 2.45 12.96 243.21 38.67 0.0 38.67
2023-09-07_17:00:00 0.12 32.27 63.17 1.84 14.11 243.21 38.67 0.0 38.67
2023-09-07_17:15:00 0.18 31.94 64.84 0.98 46.57 112.24 27.45 0.0 27.45
2023-09-07_17:30:00 0.14 31.73 66.04 0.7 41.73 112.24 27.45 0.0 27.45
2023-09-07_17:45:00 0.23 30.32 72.37 1.25 146.14 15.66 14.4 0.0 14.4
2023-09-07_18:00:00 0.36 29.73 75.71 2.37 163.06 15.66 14.4 0.0 14.4
2023-09-07_18:15:00 0.39 28.98 79.37 3.06 184.05 0.0 0.0 0.0 0.0
2023-09-07_18:30:00 0.49 27.94 84.64 4.42 196.94 0.0 0.0 0.0 0.0
2023-09-07_18:45:00 0.61 26.98 89.87 5.3 192.52 0.0 0.0 0.0 0.0
2023-09-07_19:00:00 0.7 26.24 94.21 5.02 190.15 0.0 0.0 0.0 0.0
2023-09-07_19:15:00 0.81 25.98 95.29 5.12 182.81 0.0 0.0 0.0 0.0
2023-09-07_19:30:00 0.94 25.88 95.8 6.25 174.75 0.0 0.0 0.0 0.0
2023-09-07_19:45:00 0.94 25.82 95.39 6.62 184.66 0.0 0.0 0.0 0.0
2023-09-07_20:00:00 0.96 25.82 94.78 6.41 201.41 0.0 0.0 0.0 0.0
2023-09-07_20:15:00 0.96 25.89 94.39 6.49 217.73 0.0 0.0 0.0 0.0
2023-09-07_20:30:00 0.95 25.89 94.09 6.58 225.47 0.0 0.0 0.0 0.0
2023-09-07_20:45:00 0.94 25.82 93.84 6.41 230.11 0.0 0.0 0.0 0.0
2023-09-07_21:00:00 0.91 25.68 93.68 6.2 230.66 0.0 0.0 0.0 0.0
2023-09-07_21:15:00 0.9 25.48 93.2 5.33 227.99 0.0 0.0 0.0 0.0
2023-09-07_21:30:00 0.97 25.37 92.53 4.01 223.85 0.0 0.0 0.0 0.0
2023-09-07_21:45:00 0.97 25.34 92.01 3.72 227.43 0.0 0.0 0.0 0.0
2023-09-07_22:00:00 0.97 25.37 92.09 3.18 234.47 0.0 0.0 0.0 0.0
2023-09-07_22:15:00 0.95 25.43 92.65 2.8 230.6 0.0 0.0 0.0 0.0
2023-09-07_22:30:00 0.98 25.45 93.22 2.95 218.77 0.0 0.0 0.0 0.0
2023-09-07_22:45:00 0.96 25.53 93.64 2.96 214.77 0.0 0.0 0.0 0.0
2023-09-07_23:00:00 0.95 25.61 93.98 2.68 206.23 0.0 0.0 0.0 0.0
2023-09-07_23:15:00 0.94 25.72 93.96 2.8 205.9 0.0 0.0 0.0 0.0
2023-09-07_23:30:00 0.94 25.77 94.23 2.9 208.72 0.0 0.0 0.0 0.0
2023-09-07_23:45:00 0.85 25.83 94.4 2.88 212.6 0.0 0.0 0.0 0.0
2023-09-08_00:00:00 0.78 25.85 94.58 2.75 218.62 0.0 0.0 0.0 0.0
2023-09-08_00:15:00 0.8 25.81 94.9 2.65 217.31 0.0 0.0 0.0 0.0
2023-09-08_00:30:00 0.76 25.8 94.96 2.99 215.26 0.0 0.0 0.0 0.0
2023-09-08_00:45:00 0.78 25.79 95.07 2.83 218.02 0.0 0.0 0.0 0.0
2023-09-08_01:00:00 0.82 25.79 95.23 2.69 218.16 0.0 0.0 0.0 0.0
2023-09-08_01:15:00 0.83 25.77 95.53 2.48 224.27 0.0 0.0 0.0 0.0
2023-09-08_01:30:00 0.76 25.75 95.78 2.56 222.46 0.0 0.0 0.0 0.0
2023-09-08_01:45:00 0.74 25.71 96.01 2.66 220.97 0.0 0.0 0.0 0.0
2023-09-08_02:00:00 0.75 25.69 96.27 2.7 221.15 0.0 0.0 0.0 0.0
2023-09-08_02:15:00 0.76 25.66 96.47 2.86 219.28 0.0 0.0 0.0 0.0
2023-09-08_02:30:00 0.79 25.66 96.63 2.71 219.98 0.0 0.0 0.0 0.0
2023-09-08_02:45:00 0.74 25.62 96.93 2.5 217.96 0.0 0.0 0.0 0.0
2023-09-08_03:00:00 0.7 25.58 97.15 2.55 219.51 0.0 0.0 0.0 0.0
2023-09-08_03:15:00 0.72 25.56 97.36 2.42 219.52 0.0 0.0 0.0 0.0
2023-09-08_03:30:00 0.73 25.5 97.73 2.06 220.6 0.0 0.0 0.0 0.0
2023-09-08_03:45:00 0.72 25.48 97.89 2.02 219.96 0.0 0.0 0.0 0.0
2023-09-08_04:00:00 0.71 25.47 97.91 2.28 221.07 0.0 0.0 0.0 0.0
2023-09-08_04:15:00 0.68 25.45 98.02 2.16 216.77 0.0 0.0 0.0 0.0
2023-09-08_04:30:00 0.62 25.42 98.17 1.88 205.28 0.0 0.0 0.0 0.0
2023-09-08_04:45:00 0.59 25.41 98.35 1.73 210.32 0.0 0.0 0.0 0.0
2023-09-08_05:00:00 0.49 25.35 98.67 1.39 222.78 0.0 0.0 0.0 0.0
2023-09-08_05:15:00 0.45 25.3 98.75 1.22 238.28 0.0 0.0 0.0 0.0
2023-09-08_05:30:00 0.47 25.28 98.85 1.07 244.61 0.0 0.0 0.0 0.0
2023-09-08_05:45:00 0.53 25.42 98.49 1.2 232.41 0.0 0.0 0.0 0.0
2023-09-08_06:00:00 0.46 25.42 98.42 1.39 227.57 0.0 0.0 0.0 0.0
2023-09-08_06:15:00 0.43 25.8 96.73 1.89 241.71 27.25 89.42 71.28 18.15
2023-09-08_06:30:00 0.41 25.86 96.67 1.97 258.32 27.25 87.57 69.42 18.15
2023-09-08_06:45:00 0.45 26.16 95.75 2.42 265.6 127.02 369.89 338.03 31.86
2023-09-08_07:00:00 0.36 26.29 95.31 2.55 266.77 127.02 357.76 325.9 31.86
2023-09-08_07:15:00 0.25 26.78 93.55 2.92 271.46 284.35 566.37 521.76 44.61
2023-09-08_07:30:00 0.26 27.02 92.38 2.91 275.59 284.35 541.76 497.15 44.61
