time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-07-19_07:00:00 0.41 27.9 74.38 3.65 219.01 0.0 0.0 0.0 0.0
2023-07-19_07:15:00 0.44 28.63 73.25 4.05 227.07 368.54 691.27 647.09 44.17
2023-07-19_07:30:00 0.58 28.8 72.23 4.01 229.73 368.54 664.51 620.33 44.17
2023-07-19_07:45:00 0.61 29.0 71.54 4.07 231.07 366.15 509.04 460.11 48.93
2023-07-19_08:00:00 0.56 29.12 71.5 4.37 231.9 366.15 484.95 436.02 48.93
2023-07-19_08:15:00 0.54 29.38 71.1 4.31 232.44 509.74 548.81 486.31 62.5
2023-07-19_08:30:00 0.51 29.53 70.94 4.5 228.85 509.74 516.87 454.37 62.5
2023-07-19_08:45:00 0.49 29.81 70.37 4.73 224.13 667.04 561.59 487.7 73.89
2023-07-19_09:00:00 0.45 30.0 70.18 4.58 225.11 667.04 521.3 447.42 73.89
2023-07-19_09:15:00 0.54 30.3 69.67 4.21 224.06 752.55 486.06 426.6 59.46
2023-07-19_09:30:00 0.53 30.59 68.85 4.26 224.19 752.55 441.0 381.54 59.46
2023-07-19_09:45:00 0.54 30.62 68.6 4.39 220.77 428.11 233.96 155.97 77.98
2023-07-19_10:00:00 0.56 30.86 67.89 4.36 217.17 428.11 212.12 134.13 77.98
2023-07-19_10:15:00 0.51 31.31 66.61 4.4 218.87 719.39 290.11 184.87 105.24
2023-07-19_10:30:00 0.47 31.6 65.71 4.52 220.25 719.39 253.32 148.08 105.24
2023-07-19_10:45:00 0.49 31.96 64.6 4.31 223.97 955.98 219.08 154.93 64.15
2023-07-19_11:00:00 0.48 32.2 63.68 3.87 225.21 955.98 168.79 104.64 64.15
2023-07-19_11:15:00 0.53 32.44 62.74 3.49 225.26 978.38 188.23 53.86 134.38
2023-07-19_11:30:00 0.58 32.61 62.07 3.12 224.36 978.38 134.38 0.0 134.38
2023-07-19_11:45:00 0.54 32.64 61.98 2.6 221.75 929.42 61.56 0.0 61.56
2023-07-19_12:00:00 0.46 32.6 62.36 2.18 222.99 929.42 61.56 0.0 61.56
2023-07-19_12:15:00 0.4 32.32 64.08 1.73 218.16 741.66 75.09 0.0 75.09
2023-07-19_12:30:00 0.37 31.95 65.96 0.66 253.4 741.66 75.09 0.0 75.09
2023-07-19_12:45:00 0.36 31.29 68.96 1.57 346.69 427.88 67.3 0.0 67.3
2023-07-19_13:00:00 0.36 30.79 71.78 2.92 347.16 427.88 67.3 0.0 67.3
2023-07-19_13:15:00 0.34 29.64 77.68 4.23 336.5 293.57 52.29 0.0 52.29
2023-07-19_13:30:00 0.45 28.99 81.33 5.67 324.82 293.57 52.29 0.0 52.29
2023-07-19_13:45:00 0.42 28.26 84.96 5.38 319.34 171.41 38.65 0.0 38.65
2023-07-19_14:00:00 0.49 27.88 86.64 4.82 327.99 171.41 38.65 0.0 38.65
2023-07-19_14:15:00 0.54 27.92 85.7 4.14 347.24 233.07 180.72 0.0 180.72
2023-07-19_14:30:00 0.43 27.91 84.9 3.77 359.57 233.07 180.72 0.0 180.72
2023-07-19_14:45:00 0.44 28.25 82.69 3.63 8.36 236.98 209.59 0.0 209.59
2023-07-19_15:00:00 0.35 28.55 80.76 3.05 16.55 236.98 209.59 0.0 209.59
2023-07-19_15:15:00 0.31 29.0 78.57 2.87 17.14 472.85 166.06 0.0 166.06
2023-07-19_15:30:00 0.32 29.27 77.41 3.01 12.23 472.85 166.06 0.0 166.06
2023-07-19_15:45:00 0.39 29.47 76.53 3.24 8.48 487.07 114.06 0.0 114.06
2023-07-19_16:00:00 0.38 29.57 76.21 3.2 6.03 487.07 114.06 0.0 114.06
2023-07-19_16:15:00 0.36 29.56 76.42 2.85 4.7 401.03 45.66 0.0 45.66
2023-07-19_16:30:00 0.39 29.63 76.4 2.67 0.35 401.03 45.66 0.0 45.66
2023-07-19_16:45:00 0.36 29.58 76.96 3.01 353.09 286.69 40.4 0.0 40.4
2023-07-19_17:00:00 0.35 29.61 77.4 3.23 349.95 286.69 40.4 0.0 40.4
2023-07-19_17:15:00 0.38 29.38 78.96 3.37 354.6 147.71 30.05 0.0 30.05
2023-07-19_17:30:00 0.4 29.27 79.92 3.22 1.15 147.71 30.05 0.0 30.05
2023-07-19_17:45:00 0.35 28.93 82.08 2.78 19.35 47.0 16.81 0.0 16.81
2023-07-19_18:00:00 0.34 28.66 84.57 2.48 42.54 47.0 16.81 0.0 16.81
2023-07-19_18:15:00 0.37 28.11 88.8 1.97 51.62 0.0 0.0 0.0 0.0
2023-07-19_18:30:00 0.35 28.05 89.69 1.5 61.2 0.0 0.0 0.0 0.0
