time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-08-28_07:00:00 0.18 27.92 74.79 4.26 238.89 0.0 0.0 0.0 0.0
2023-08-28_07:15:00 0.16 28.86 72.45 5.15 243.89 360.98 658.28 614.14 44.14
2023-08-28_07:30:00 0.18 29.26 70.44 5.49 245.71 360.98 628.95 584.82 44.14
2023-08-28_07:45:00 0.18 29.92 67.8 5.48 247.64 481.06 639.35 590.52 48.83
2023-08-28_08:00:00 0.16 30.36 66.17 5.77 246.16 481.06 603.35 554.52 48.83
2023-08-28_08:15:00 0.29 30.82 64.82 6.04 246.65 594.74 591.6 539.16 52.44
2023-08-28_08:30:00 0.28 31.08 64.3 6.03 248.41 594.74 549.76 497.32 52.44
2023-08-28_08:45:00 0.18 31.46 63.46 5.87 250.24 697.87 522.57 464.97 57.6
2023-08-28_09:00:00 0.15 31.81 62.86 5.52 253.66 697.87 476.07 418.47 57.6
2023-08-28_09:15:00 0.11 32.2 61.97 5.06 255.86 788.38 446.55 368.18 78.37
2023-08-28_09:30:00 0.04 32.56 61.11 4.29 261.13 788.38 397.56 319.18 78.37
2023-08-28_09:45:00 0.04 32.89 60.26 3.76 267.94 868.06 346.26 279.3 66.96
2023-08-28_10:00:00 0.1 33.1 59.78 3.37 274.99 868.06 293.48 226.52 66.96
2023-08-28_10:15:00 0.08 33.2 59.48 3.31 281.25 930.45 244.19 175.01 69.18
2023-08-28_10:30:00 0.1 33.2 59.62 3.04 287.5 930.45 190.21 121.03 69.18
2023-08-28_10:45:00 0.08 33.14 59.99 2.79 300.05 975.96 140.68 68.36 72.32
2023-08-28_11:00:00 0.13 32.99 60.79 2.37 320.85 975.96 81.2 8.88 72.32
2023-08-28_11:15:00 0.16 32.88 61.58 2.06 343.37 1000.5 106.4 0.0 106.4
2023-08-28_11:30:00 0.16 32.76 62.24 2.23 2.45 1000.5 106.4 0.0 106.4
2023-08-28_11:45:00 0.14 32.61 62.9 2.53 17.65 990.36 65.85 0.0 65.85
2023-08-28_12:00:00 0.11 32.49 63.37 2.96 26.3 990.36 65.85 0.0 65.85
2023-08-28_12:15:00 0.1 32.35 63.9 3.28 31.46 915.97 94.15 0.0 94.15
2023-08-28_12:30:00 0.09 32.29 64.25 3.41 36.49 915.97 94.15 0.0 94.15
