time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-07-21_07:00:00 0.26 23.72 98.16 0.97 136.87 0.0 0.0 0.0 0.0
2023-07-21_07:15:00 0.26 24.92 90.66 1.61 145.12 315.6 682.16 639.63 42.53
2023-07-21_07:30:00 0.26 25.28 88.35 1.64 149.56 315.6 657.48 614.95 42.53
2023-07-21_07:45:00 0.27 25.67 86.21 1.74 150.95 382.84 599.59 549.12 50.46
2023-07-21_08:00:00 0.33 26.04 84.41 1.77 159.56 382.84 572.52 522.05 50.46
2023-07-21_08:15:00 0.37 26.37 82.88 1.74 164.53 410.82 488.37 433.6 54.77
2023-07-21_08:30:00 0.42 26.67 81.6 1.85 166.33 410.82 461.44 406.67 54.77
2023-07-21_08:45:00 0.43 26.76 80.94 2.05 170.15 313.47 291.87 223.88 67.98
2023-07-21_09:00:00 0.42 26.94 80.22 2.25 174.35 313.47 274.36 206.37 67.98
2023-07-21_09:15:00 0.41 26.91 80.28 2.19 178.03 254.31 194.29 127.72 66.57
2023-07-21_09:30:00 0.42 27.01 80.0 1.98 179.71 254.31 181.54 114.97 66.57
2023-07-21_09:45:00 0.47 26.95 80.94 1.72 177.89 96.63 75.77 20.2 55.56
2023-07-21_10:00:00 0.44 26.98 80.88 1.8 183.83 96.63 73.11 17.55 55.56
2023-07-21_10:15:00 0.42 26.96 81.19 1.81 188.07 110.75 80.95 15.16 65.79
2023-07-21_10:30:00 0.43 26.97 81.3 1.67 191.97 110.75 78.16 12.37 65.79
2023-07-21_10:45:00 0.42 27.09 80.67 1.56 193.59 136.51 73.11 16.18 56.93
2023-07-21_11:00:00 0.43 27.14 80.73 1.41 200.42 136.51 68.41 11.48 56.93
2023-07-21_11:15:00 0.41 27.21 80.17 1.61 204.35 99.75 73.51 2.4 71.1
2023-07-21_11:30:00 0.36 27.2 80.4 1.54 208.37 99.75 71.67 0.57 71.1
2023-07-21_11:45:00 0.34 27.54 79.14 1.63 209.46 302.68 93.8 0.0 93.8
2023-07-21_12:00:00 0.31 27.66 78.7 1.97 211.81 302.68 93.8 0.0 93.8
2023-07-21_12:15:00 0.24 28.04 77.46 2.23 210.52 559.77 96.03 0.0 96.03
2023-07-21_12:30:00 0.15 28.19 76.9 2.34 208.02 559.77 96.03 0.0 96.03
2023-07-21_12:45:00 0.16 28.84 74.87 2.3 209.26 917.49 78.59 0.0 78.59
2023-07-21_13:00:00 0.13 29.14 73.71 2.05 215.98 917.49 78.59 0.0 78.59
2023-07-21_13:15:00 0.14 29.57 72.17 2.33 214.61 942.99 70.74 0.0 70.74
2023-07-21_13:30:00 0.17 29.9 70.82 2.28 206.51 942.99 70.74 0.0 70.74
2023-07-21_13:45:00 0.08 30.14 69.73 2.34 207.47 872.21 106.39 0.0 106.39
2023-07-21_14:00:00 0.12 30.38 68.66 2.84 207.67 872.21 106.39 0.0 106.39
2023-07-21_14:15:00 0.07 30.35 68.41 2.92 202.77 609.3 316.69 0.0 316.69
2023-07-21_14:30:00 0.07 30.47 67.79 2.88 202.44 609.3 316.69 0.0 316.69
2023-07-21_14:45:00 0.1 30.21 68.4 2.77 205.35 341.55 331.11 0.0 331.11
2023-07-21_15:00:00 0.2 30.19 68.55 2.73 207.89 341.55 331.11 0.0 331.11
2023-07-21_15:15:00 0.33 30.05 68.99 2.29 210.36 296.44 292.14 0.0 292.14
2023-07-21_15:30:00 0.3 30.02 68.88 2.07 206.2 296.44 292.14 0.0 292.14
2023-07-21_15:45:00 0.25 29.82 69.52 1.82 204.95 165.69 164.75 0.0 164.75
2023-07-21_16:00:00 0.29 29.86 69.22 1.64 199.79 165.69 164.75 0.0 164.75
2023-07-21_16:15:00 0.32 29.75 69.88 1.4 185.14 116.42 115.76 0.0 115.76
2023-07-21_16:30:00 0.35 29.72 70.37 1.5 182.05 116.42 115.76 0.0 115.76
2023-07-21_16:45:00 0.37 29.61 71.12 1.79 195.61 104.27 103.68 0.0 103.68
2023-07-21_17:00:00 0.38 29.53 72.12 1.72 202.62 104.27 103.68 0.0 103.68
2023-07-21_17:15:00 0.39 29.26 73.71 1.49 201.01 68.18 67.8 0.0 67.8
2023-07-21_17:30:00 0.38 29.02 75.51 2.04 197.73 68.18 67.8 0.0 67.8
2023-07-21_17:45:00 0.42 28.29 79.38 2.78 205.39 36.42 36.22 0.0 36.22
2023-07-21_18:00:00 0.37 27.88 81.42 3.64 207.78 36.42 36.22 0.0 36.22
2023-07-21_18:15:00 0.45 27.1 84.81 3.58 214.16 3.24 3.22 0.0 3.22
2023-07-21_18:30:00 0.43 26.82 86.21 3.43 220.85 3.24 3.22 0.0 3.22
2023-07-21_18:45:00 0.46 26.28 88.81 2.75 222.51 0.0 0.0 0.0 0.0
2023-07-21_19:00:00 0.39 26.16 89.0 2.88 219.06 0.0 0.0 0.0 0.0
2023-07-21_19:15:00 0.35 26.22 87.55 2.93 218.36 0.0 0.0 0.0 0.0
2023-07-21_19:30:00 0.41 26.15 86.84 2.82 217.33 0.0 0.0 0.0 0.0
2023-07-21_19:45:00 0.45 26.08 86.31 3.02 206.05 0.0 0.0 0.0 0.0
2023-07-21_20:00:00 0.51 25.9 86.97 2.79 200.88 0.0 0.0 0.0 0.0
2023-07-21_20:15:00 0.56 25.59 88.85 2.28 206.51 0.0 0.0 0.0 0.0
2023-07-21_20:30:00 0.57 25.37 90.42 1.98 199.47 0.0 0.0 0.0 0.0
2023-07-21_20:45:00 0.58 25.29 91.24 1.88 191.35 0.0 0.0 0.0 0.0
2023-07-21_21:00:00 0.59 25.14 92.44 1.63 189.64 0.0 0.0 0.0 0.0
2023-07-21_21:15:00 0.53 25.15 92.67 1.77 176.35 0.0 0.0 0.0 0.0
2023-07-21_21:30:00 0.5 25.12 93.35 1.66 164.45 0.0 0.0 0.0 0.0
2023-07-21_21:45:00 0.48 25.32 92.72 1.5 163.87 0.0 0.0 0.0 0.0
2023-07-21_22:00:00 0.42 25.35 92.72 1.76 162.23 0.0 0.0 0.0 0.0
2023-07-21_22:15:00 0.45 25.65 91.42 2.11 168.75 0.0 0.0 0.0 0.0
2023-07-21_22:30:00 0.45 25.75 91.09 2.81 172.86 0.0 0.0 0.0 0.0
2023-07-21_22:45:00 0.45 25.84 90.89 3.1 183.65 0.0 0.0 0.0 0.0
2023-07-21_23:00:00 0.39 25.78 91.44 2.91 186.02 0.0 0.0 0.0 0.0
2023-07-21_23:15:00 0.45 25.67 92.51 2.33 190.4 0.0 0.0 0.0 0.0
2023-07-21_23:30:00 0.39 25.61 92.91 2.48 187.91 0.0 0.0 0.0 0.0
2023-07-21_23:45:00 0.37 25.44 93.75 2.65 185.4 0.0 0.0 0.0 0.0
2023-07-22_00:00:00 0.44 25.35 94.24 2.73 182.91 0.0 0.0 0.0 0.0
2023-07-22_00:15:00 0.37 25.16 95.12 3.02 184.1 0.0 0.0 0.0 0.0
2023-07-22_00:30:00 0.34 25.02 95.55 2.99 202.87 0.0 0.0 0.0 0.0
2023-07-22_00:45:00 0.41 24.85 96.22 2.61 203.16 0.0 0.0 0.0 0.0
2023-07-22_01:00:00 0.36 24.79 96.25 2.61 205.11 0.0 0.0 0.0 0.0
2023-07-22_01:15:00 0.32 24.87 95.55 3.09 211.69 0.0 0.0 0.0 0.0
2023-07-22_01:30:00 0.23 24.81 95.23 3.23 209.08 0.0 0.0 0.0 0.0
2023-07-22_01:45:00 0.37 24.71 95.37 2.73 207.23 0.0 0.0 0.0 0.0
2023-07-22_02:00:00 0.36 24.57 95.8 2.32 210.96 0.0 0.0 0.0 0.0
2023-07-22_02:15:00 0.42 24.45 96.49 1.96 204.27 0.0 0.0 0.0 0.0
2023-07-22_02:30:00 0.5 24.46 96.2 2.4 197.66 0.0 0.0 0.0 0.0
2023-07-22_02:45:00 0.54 24.36 96.41 2.34 195.32 0.0 0.0 0.0 0.0
2023-07-22_03:00:00 0.56 24.28 96.75 2.15 183.53 0.0 0.0 0.0 0.0
2023-07-22_03:15:00 0.61 24.11 97.32 2.01 179.12 0.0 0.0 0.0 0.0
2023-07-22_03:30:00 0.59 24.0 97.73 1.87 167.77 0.0 0.0 0.0 0.0
2023-07-22_03:45:00 0.48 24.0 97.77 1.94 163.54 0.0 0.0 0.0 0.0
2023-07-22_04:00:00 0.4 24.01 97.69 2.26 163.79 0.0 0.0 0.0 0.0
2023-07-22_04:15:00 0.38 23.98 97.94 2.12 167.54 0.0 0.0 0.0 0.0
2023-07-22_04:30:00 0.36 23.84 98.42 1.85 170.59 0.0 0.0 0.0 0.0
2023-07-22_04:45:00 0.38 23.83 98.5 1.77 166.01 0.0 0.0 0.0 0.0
2023-07-22_05:00:00 0.4 23.86 98.42 1.86 158.51 0.0 0.0 0.0 0.0
2023-07-22_05:15:00 0.39 23.97 97.82 2.34 160.92 0.0 0.0 0.0 0.0
2023-07-22_05:30:00 0.36 23.93 97.82 2.43 162.45 0.0 0.0 0.0 0.0
2023-07-22_05:45:00 0.42 23.97 97.63 2.13 171.43 1.0 0.99 0.0 0.99
2023-07-22_06:00:00 0.48 23.93 97.71 1.93 179.67 1.0 0.99 0.0 0.99
2023-07-22_06:15:00 0.43 24.15 96.63 2.13 177.19 12.15 12.08 0.0 12.08
2023-07-22_06:30:00 0.36 24.15 96.58 2.05 173.75 12.15 12.08 0.0 12.08
2023-07-22_06:45:00 0.29 24.34 95.92 2.3 178.41 36.1 35.9 0.0 35.89
