time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-08-25_07:00:00 0.02 25.22 92.5 1.01 142.23 0.0 0.0 0.0 0.0
2023-08-25_07:15:00 0.04 26.07 87.98 1.27 154.58 313.6 663.35 620.63 42.72
2023-08-25_07:30:00 0.05 26.35 86.17 1.2 168.06 313.6 636.48 593.76 42.72
2023-08-25_07:45:00 0.0 26.8 83.84 1.27 178.24 437.06 660.53 611.82 48.71
2023-08-25_08:00:00 0.01 27.02 82.28 1.04 170.35 437.06 626.53 577.82 48.71
2023-08-25_08:15:00 0.0 27.34 80.75 0.92 177.79 555.55 623.57 570.47 53.1
2023-08-25_08:30:00 0.0 27.64 78.95 1.02 191.44 555.55 583.24 530.14 53.1
2023-08-25_08:45:00 0.0 27.99 77.39 1.21 190.43 665.53 561.94 505.33 56.62
2023-08-25_09:00:00 0.0 28.26 76.05 1.29 184.91 665.53 516.2 459.59 56.62
2023-08-25_09:15:00 0.0 28.59 74.7 1.16 180.65 764.28 482.03 422.56 59.47
2023-08-25_09:30:00 0.0 28.85 73.48 1.24 184.82 764.28 431.9 372.42 59.47
2023-08-25_09:45:00 0.0 29.18 72.28 1.35 190.7 849.17 388.38 326.63 61.75
2023-08-25_10:00:00 0.01 29.42 71.37 1.22 205.22 849.17 334.99 273.23 61.75
2023-08-25_10:15:00 0.04 29.76 70.09 1.18 210.31 913.65 285.67 219.82 65.85
2023-08-25_10:30:00 0.0 30.02 68.99 1.3 210.44 913.65 230.82 164.98 65.85
2023-08-25_10:45:00 0.0 30.3 67.87 1.37 203.29 968.42 176.93 111.64 65.29
2023-08-25_11:00:00 0.0 30.56 66.84 1.42 201.82 968.42 123.04 57.76 65.29
2023-08-25_11:15:00 0.0 30.81 65.96 1.22 202.91 986.11 70.73 0.0 70.73
2023-08-25_11:30:00 0.0 31.01 65.25 1.17 193.18 986.11 70.73 0.0 70.73
2023-08-25_11:45:00 0.0 31.28 64.38 1.13 189.19 998.27 82.77 0.0 82.77
2023-08-25_12:00:00 0.0 31.53 63.52 1.26 199.05 998.27 82.77 0.0 82.77
