time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-07-15_07:00:00 0.45 27.01 79.34 2.97 246.76 0.0 0.0 0.0 0.0
2023-07-15_07:15:00 0.45 27.97 76.14 3.96 247.26 376.99 703.79 659.4 44.39
2023-07-15_07:30:00 0.37 28.36 74.48 4.7 244.79 376.99 676.61 632.22 44.39
2023-07-15_07:45:00 0.33 28.93 72.54 5.15 243.91 470.95 615.52 470.61 144.91
2023-07-15_08:00:00 0.22 29.29 71.42 5.35 244.12 470.95 590.98 446.07 144.91
2023-07-15_08:15:00 0.23 29.68 70.06 5.51 242.79 598.52 645.78 593.66 52.13
2023-07-15_08:30:00 0.34 29.92 69.21 5.49 243.55 598.52 607.0 554.87 52.13
2023-07-15_08:45:00 0.4 30.26 68.19 5.2 246.77 697.24 583.75 527.81 55.94
2023-07-15_09:00:00 0.38 30.57 67.29 4.93 246.83 697.24 540.42 484.48 55.94
2023-07-15_09:15:00 0.37 30.93 65.99 4.93 247.67 771.32 549.29 356.75 192.54
2023-07-15_09:30:00 0.38 31.33 64.65 4.73 247.98 771.32 511.89 319.35 192.54
2023-07-15_09:45:00 0.39 31.78 62.93 4.7 249.65 851.5 459.99 317.97 142.03
2023-07-15_10:00:00 0.43 32.14 61.53 4.38 255.96 851.5 415.91 273.88 142.03
2023-07-15_10:15:00 0.34 32.45 60.26 4.35 263.54 894.21 505.63 169.22 336.41
2023-07-15_10:30:00 0.36 32.66 59.26 4.1 268.23 894.21 472.42 136.01 336.41
2023-07-15_10:45:00 0.35 32.76 58.93 3.97 273.34 964.89 230.04 158.23 71.81
2023-07-15_11:00:00 0.35 32.77 58.81 3.73 278.32 964.89 179.83 108.02 71.81
2023-07-15_11:15:00 0.35 32.75 59.0 3.48 283.1 991.76 129.43 62.31 67.12
2023-07-15_11:30:00 0.33 32.68 59.32 3.08 287.99 991.76 68.4 1.27 67.12
2023-07-15_11:45:00 0.3 32.57 59.85 2.55 296.2 963.33 182.46 0.0 182.46
2023-07-15_12:00:00 0.31 32.48 60.32 2.04 308.65 963.33 182.46 0.0 182.46
2023-07-15_12:15:00 0.31 32.43 60.64 1.74 324.1 964.14 168.99 0.0 168.99
2023-07-15_12:30:00 0.33 32.32 61.25 1.7 348.2 964.14 168.99 0.0 168.99
2023-07-15_12:45:00 0.32 31.91 63.14 2.06 10.98 832.99 170.34 0.0 170.34
2023-07-15_13:00:00 0.28 31.61 64.85 2.23 20.73 832.99 170.34 0.0 170.34
2023-07-15_13:15:00 0.27 31.44 65.98 2.28 20.01 801.9 310.99 0.0 310.99
2023-07-15_13:30:00 0.25 31.34 66.7 2.43 20.89 801.9 310.99 0.0 310.99
2023-07-15_13:45:00 0.24 31.3 67.0 2.58 22.61 633.06 466.8 0.0 466.8
2023-07-15_14:00:00 0.22 31.39 66.66 2.76 22.35 633.06 466.8 0.0 466.8
2023-07-15_14:15:00 0.24 31.47 66.36 2.9 22.3 555.09 530.91 0.0 530.91
2023-07-15_14:30:00 0.27 31.45 66.58 2.93 24.94 555.09 530.91 0.0 530.91
2023-07-15_14:45:00 0.24 31.19 68.18 3.05 21.06 469.5 458.12 0.0 458.12
2023-07-15_15:00:00 0.18 31.04 69.28 3.13 11.42 469.5 458.12 0.0 458.12
2023-07-15_15:15:00 0.26 30.68 71.36 3.95 355.78 387.19 201.39 0.0 201.39
2023-07-15_15:30:00 0.28 30.44 72.68 4.51 347.64 387.19 201.39 0.0 201.39
2023-07-15_15:45:00 0.29 30.33 72.68 3.81 356.14 268.54 229.65 0.0 229.65
2023-07-15_16:00:00 0.3 30.41 72.17 3.34 2.44 268.54 229.65 0.0 229.65
2023-07-15_16:15:00 0.32 30.58 71.52 3.4 6.39 296.43 272.12 0.0 272.12
2023-07-15_16:30:00 0.34 30.59 71.39 3.31 9.69 296.43 272.12 0.0 272.12
2023-07-15_16:45:00 0.35 30.38 72.28 3.09 15.83 201.27 187.61 0.0 187.61
2023-07-15_17:00:00 0.49 30.25 73.02 2.97 27.06 201.27 187.61 0.0 187.61
2023-07-15_17:15:00 0.57 29.85 75.45 2.81 38.83 125.74 114.13 0.0 114.13
2023-07-15_17:30:00 0.51 29.66 76.66 2.49 48.53 125.74 114.13 0.0 114.13
2023-07-15_17:45:00 0.51 29.28 79.07 2.28 69.49 53.56 42.73 0.0 42.73
2023-07-15_18:00:00 0.52 29.03 81.63 2.1 91.86 53.56 42.73 0.0 42.73
2023-07-15_18:15:00 0.53 28.54 84.5 2.06 116.77 0.0 0.0 0.0 0.0
2023-07-15_18:30:00 0.51 28.48 84.86 2.0 131.27 0.0 0.0 0.0 0.0
2023-07-15_18:45:00 0.45 28.56 84.22 1.61 147.18 0.0 0.0 0.0 0.0
2023-07-15_19:00:00 0.34 28.58 84.16 1.3 175.7 0.0 0.0 0.0 0.0
2023-07-15_19:15:00 0.34 28.69 82.84 1.8 186.7 0.0 0.0 0.0 0.0
2023-07-15_19:30:00 0.47 28.89 80.49 2.46 188.07 0.0 0.0 0.0 0.0
2023-07-15_19:45:00 0.44 29.1 78.24 2.52 193.28 0.0 0.0 0.0 0.0
2023-07-15_20:00:00 0.42 29.27 76.6 2.36 202.73 0.0 0.0 0.0 0.0
2023-07-15_20:15:00 0.39 29.37 75.53 2.15 193.78 0.0 0.0 0.0 0.0
2023-07-15_20:30:00 0.41 29.4 74.98 2.18 202.16 0.0 0.0 0.0 0.0
2023-07-15_20:45:00 0.39 29.36 74.79 2.51 219.0 0.0 0.0 0.0 0.0
2023-07-15_21:00:00 0.42 29.22 75.42 2.3 219.94 0.0 0.0 0.0 0.0
2023-07-15_21:15:00 0.42 29.15 75.6 1.9 217.37 0.0 0.0 0.0 0.0
2023-07-15_21:30:00 0.42 29.16 75.28 1.96 219.66 0.0 0.0 0.0 0.0
2023-07-15_21:45:00 0.36 29.06 75.55 2.27 220.92 0.0 0.0 0.0 0.0
2023-07-15_22:00:00 0.21 29.01 75.66 2.43 229.14 0.0 0.0 0.0 0.0
2023-07-15_22:15:00 0.17 28.89 75.95 2.54 233.85 0.0 0.0 0.0 0.0
2023-07-15_22:30:00 0.21 29.1 74.03 3.36 237.78 0.0 0.0 0.0 0.0
2023-07-15_22:45:00 0.23 29.09 73.5 3.96 242.14 0.0 0.0 0.0 0.0
2023-07-15_23:00:00 0.35 28.89 74.47 3.55 240.86 0.0 0.0 0.0 0.0
2023-07-15_23:15:00 0.39 28.73 75.45 3.09 238.17 0.0 0.0 0.0 0.0
2023-07-15_23:30:00 0.28 28.66 75.57 3.1 232.82 0.0 0.0 0.0 0.0
2023-07-15_23:45:00 0.21 28.79 75.01 2.87 228.03 0.0 0.0 0.0 0.0
2023-07-16_00:00:00 0.24 28.81 74.92 2.96 230.29 0.0 0.0 0.0 0.0
2023-07-16_00:15:00 0.34 28.78 74.84 3.51 228.57 0.0 0.0 0.0 0.0
2023-07-16_00:30:00 0.37 28.93 73.68 4.04 233.47 0.0 0.0 0.0 0.0
2023-07-16_00:45:00 0.3 29.16 71.92 4.79 243.74 0.0 0.0 0.0 0.0
2023-07-16_01:00:00 0.32 29.24 71.32 4.98 250.52 0.0 0.0 0.0 0.0
2023-07-16_01:15:00 0.36 29.25 71.67 4.47 251.91 0.0 0.0 0.0 0.0
2023-07-16_01:30:00 0.42 29.21 72.01 4.27 251.91 0.0 0.0 0.0 0.0
2023-07-16_01:45:00 0.43 29.1 72.7 4.0 248.17 0.0 0.0 0.0 0.0
2023-07-16_02:00:00 0.4 29.08 72.55 4.28 246.24 0.0 0.0 0.0 0.0
2023-07-16_02:15:00 0.43 28.85 73.13 4.1 249.28 0.0 0.0 0.0 0.0
2023-07-16_02:30:00 0.43 28.69 73.57 3.76 250.16 0.0 0.0 0.0 0.0
2023-07-16_02:45:00 0.37 28.65 73.35 3.81 251.16 0.0 0.0 0.0 0.0
2023-07-16_03:00:00 0.35 28.64 73.04 3.83 256.22 0.0 0.0 0.0 0.0
2023-07-16_03:15:00 0.48 28.46 73.67 3.46 254.81 0.0 0.0 0.0 0.0
2023-07-16_03:30:00 0.58 28.41 73.7 3.48 248.41 0.0 0.0 0.0 0.0
2023-07-16_03:45:00 0.61 28.45 73.47 3.57 247.64 0.0 0.0 0.0 0.0
2023-07-16_04:00:00 0.65 28.59 72.77 3.97 245.41 0.0 0.0 0.0 0.0
2023-07-16_04:15:00 0.61 28.78 71.84 4.57 240.28 0.0 0.0 0.0 0.0
2023-07-16_04:30:00 0.63 28.79 71.94 4.94 239.07 0.0 0.0 0.0 0.0
2023-07-16_04:45:00 0.63 28.9 71.47 5.49 237.45 0.0 0.0 0.0 0.0
2023-07-16_05:00:00 0.5 28.91 71.35 5.54 240.74 0.0 0.0 0.0 0.0
2023-07-16_05:15:00 0.49 28.73 72.37 4.84 242.06 0.0 0.0 0.0 0.0
2023-07-16_05:30:00 0.47 28.62 72.69 4.9 236.03 0.0 0.0 0.0 0.0
2023-07-16_05:45:00 0.36 28.53 73.1 5.13 235.65 33.14 176.64 155.29 21.36
2023-07-16_06:00:00 0.35 28.5 73.16 5.33 234.49 33.14 174.24 152.88 21.36
2023-07-16_06:15:00 0.38 28.89 72.02 5.91 239.81 136.07 429.83 369.12 60.72
2023-07-16_06:30:00 0.38 29.05 71.76 5.96 247.12 136.07 421.23 360.51 60.72
