time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-08-04_07:00:00 0.82 28.18 71.66 6.61 218.62 0.0 0.0 0.0 0.0
2023-08-04_07:15:00 0.8 28.7 71.26 7.41 223.16 360.99 682.89 638.81 44.09
2023-08-04_07:30:00 0.77 28.74 71.16 7.84 224.18 360.99 655.55 611.46 44.09
2023-08-04_07:45:00 0.71 28.86 71.01 7.76 220.0 414.07 458.1 148.01 310.09
2023-08-04_08:00:00 0.72 28.99 70.92 7.52 216.2 414.07 450.05 139.97 310.09
2023-08-04_08:15:00 0.7 29.21 70.66 7.67 215.32 503.41 509.95 126.24 383.71
2023-08-04_08:30:00 0.67 29.35 70.5 7.77 218.61 503.41 501.31 117.59 383.71
2023-08-04_08:45:00 0.65 29.76 69.17 7.91 223.2 634.67 570.66 254.72 315.94
2023-08-04_09:00:00 0.63 30.12 67.61 8.14 227.87 634.67 548.57 232.63 315.94
2023-08-04_09:15:00 0.65 30.48 66.21 8.36 229.05 715.5 595.59 171.72 423.87
2023-08-04_09:30:00 0.64 30.67 65.58 8.25 230.93 715.5 576.35 152.48 423.87
2023-08-04_09:45:00 0.59 30.91 64.91 8.0 234.41 763.2 643.6 85.09 558.52
2023-08-04_10:00:00 0.57 31.12 64.29 7.93 235.22 763.2 630.76 72.24 558.52
2023-08-04_10:15:00 0.59 31.39 63.47 7.85 235.26 849.38 595.33 95.83 499.5
2023-08-04_10:30:00 0.68 31.59 62.78 7.71 235.95 849.38 574.15 74.65 499.5
2023-08-04_10:45:00 0.7 31.82 61.86 7.62 238.12 956.41 263.54 119.82 143.72
2023-08-04_11:00:00 0.65 31.95 61.16 7.31 239.11 956.41 217.44 73.73 143.72
2023-08-04_11:15:00 0.6 32.14 60.51 6.95 237.23 999.79 87.94 24.01 63.93
2023-08-04_11:30:00 0.54 32.29 59.98 6.84 235.41 999.79 63.93 0.0 63.93
2023-08-04_11:45:00 0.48 32.45 59.45 6.79 234.2 1011.44 69.98 0.0 69.98
2023-08-04_12:00:00 0.39 32.62 58.82 6.88 233.04 1011.44 69.98 0.0 69.98
2023-08-04_12:15:00 0.34 32.78 58.07 7.11 234.13 1004.93 66.79 0.0 66.79
2023-08-04_12:30:00 0.31 32.94 57.5 7.27 235.83 1004.93 66.79 0.0 66.79
2023-08-04_12:45:00 0.3 33.04 57.31 7.17 237.78 973.24 130.46 0.0 130.46
2023-08-04_13:00:00 0.34 33.13 57.17 6.98 240.54 973.24 130.46 0.0 130.46
2023-08-04_13:15:00 0.37 33.17 57.13 6.84 242.96 938.53 70.08 0.0 70.08
2023-08-04_13:30:00 0.42 33.23 56.9 6.89 244.03 938.53 70.08 0.0 70.08
2023-08-04_13:45:00 0.48 33.24 56.68 6.94 244.06 871.8 122.67 0.0 122.67
2023-08-04_14:00:00 0.5 33.27 56.42 6.96 245.78 871.8 122.67 0.0 122.67
2023-08-04_14:15:00 0.51 33.25 56.41 6.88 246.21 790.52 154.35 0.0 154.35
2023-08-04_14:30:00 0.52 33.26 56.52 6.69 245.34 790.52 154.35 0.0 154.35
2023-08-04_14:45:00 0.57 33.22 56.9 6.45 243.03 703.25 152.84 0.0 152.84
2023-08-04_15:00:00 0.56 33.25 56.91 6.42 241.4 703.25 152.84 0.0 152.84
2023-08-04_15:15:00 0.48 33.16 57.14 6.44 241.12 594.8 176.24 0.0 176.24
2023-08-04_15:30:00 0.41 33.15 57.19 6.47 240.84 594.8 176.24 0.0 176.24
2023-08-04_15:45:00 0.33 32.94 57.69 6.42 240.69 425.63 356.14 0.0 356.14
2023-08-04_16:00:00 0.28 32.87 57.98 6.26 240.67 425.63 356.14 0.0 356.14
2023-08-04_16:15:00 0.3 32.64 58.74 6.11 239.86 304.03 282.38 0.0 282.38
2023-08-04_16:30:00 0.3 32.54 59.27 6.06 240.04 304.03 282.38 0.0 282.38
2023-08-04_16:45:00 0.29 32.27 60.65 5.68 240.12 205.1 196.15 0.0 196.15
2023-08-04_17:00:00 0.3 32.15 61.54 5.4 238.61 205.1 196.15 0.0 196.15
2023-08-04_17:15:00 0.3 31.83 63.09 4.84 236.43 120.02 114.73 0.0 114.73
2023-08-04_17:30:00 0.32 31.7 63.8 4.63 235.14 120.02 114.73 0.0 114.73
2023-08-04_17:45:00 0.34 31.3 65.28 4.25 231.56 42.51 39.22 0.0 39.22
2023-08-04_18:00:00 0.37 31.17 65.77 4.15 226.11 42.51 39.22 0.0 39.22
2023-08-04_18:15:00 0.38 30.85 66.1 4.16 219.77 0.0 0.0 0.0 0.0
2023-08-04_18:30:00 0.33 30.77 66.02 4.47 215.27 0.0 0.0 0.0 0.0
2023-08-04_18:45:00 0.26 30.65 66.13 4.66 212.38 0.0 0.0 0.0 0.0
2023-08-04_19:00:00 0.21 30.46 66.88 4.44 209.7 0.0 0.0 0.0 0.0
