time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-08-06_07:00:00 0.0 27.72 71.92 3.26 243.87 0.0 0.0 0.0 0.0
2023-08-06_07:15:00 0.0 28.73 69.45 3.87 246.76 364.79 691.52 647.65 43.87
2023-08-06_07:30:00 0.0 28.99 68.25 4.38 242.79 364.79 663.45 619.58 43.87
2023-08-06_07:45:00 0.0 29.27 67.29 4.72 242.25 482.33 674.41 623.91 50.5
2023-08-06_08:00:00 0.0 29.41 66.99 5.14 241.29 482.33 640.05 589.55 50.5
2023-08-06_08:15:00 0.0 29.69 66.45 5.52 240.72 594.49 631.92 580.21 51.71
2023-08-06_08:30:00 0.0 29.81 66.14 5.71 242.19 594.49 591.62 539.91 51.71
2023-08-06_08:45:00 0.0 30.08 65.47 5.67 246.77 697.47 567.34 511.85 55.49
2023-08-06_09:00:00 0.0 30.31 64.78 5.73 249.22 697.47 522.24 466.75 55.49
2023-08-06_09:15:00 0.0 30.56 64.19 5.59 248.15 789.04 486.47 429.84 56.62
2023-08-06_09:30:00 0.0 30.74 64.05 5.32 246.28 789.04 437.39 380.77 56.62
2023-08-06_09:45:00 0.0 30.96 63.55 5.33 245.41 867.13 395.09 334.85 60.24
2023-08-06_10:00:00 0.0 31.12 63.11 5.45 244.87 867.13 343.31 283.07 60.24
2023-08-06_10:15:00 0.01 31.33 62.59 5.57 245.88 930.32 293.38 233.75 59.63
2023-08-06_10:30:00 0.02 31.51 62.17 5.66 245.66 930.32 239.9 180.28 59.63
2023-08-06_10:45:00 0.04 31.69 61.68 5.71 245.28 976.56 188.42 127.85 60.56
2023-08-06_11:00:00 0.04 31.85 61.38 5.7 244.29 976.56 136.42 75.86 60.56
2023-08-06_11:15:00 0.03 31.98 61.2 5.64 243.31 1005.34 77.18 16.05 61.14
2023-08-06_11:30:00 0.03 32.07 61.19 5.45 245.53 1005.34 61.14 0.0 61.14
2023-08-06_11:45:00 0.01 32.22 60.77 5.53 247.25 1016.69 61.33 0.0 61.33
2023-08-06_12:00:00 0.01 32.34 60.45 5.63 249.6 1016.69 61.33 0.0 61.33
2023-08-06_12:15:00 0.01 32.43 60.23 5.69 250.36 1010.03 61.21 0.0 61.21
2023-08-06_12:30:00 0.0 32.52 60.09 5.78 253.09 1010.03 61.21 0.0 61.21
2023-08-06_12:45:00 0.0 32.58 60.01 5.86 255.45 985.16 60.71 0.0 60.71
2023-08-06_13:00:00 0.0 32.64 59.98 5.96 256.51 985.16 60.71 0.0 60.71
2023-08-06_13:15:00 0.0 32.63 60.34 5.9 256.01 942.72 59.87 0.0 59.87
2023-08-06_13:30:00 0.0 32.65 60.57 5.96 256.53 942.72 59.87 0.0 59.87
