time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-23_07:00:00 0.68 26.18 88.0 1.56 209.88 0.0 0.0 0.0 0.0
2023-09-23_07:15:00 0.69 26.98 82.96 1.5 210.99 317.18 614.23 571.37 42.86
2023-09-23_07:30:00 0.71 27.22 81.31 1.32 219.07 317.18 585.09 542.22 42.86
2023-09-23_07:45:00 0.76 27.75 78.87 1.69 218.76 438.79 589.07 518.51 70.55
2023-09-23_08:00:00 0.75 28.06 77.13 1.84 221.88 438.79 554.91 484.36 70.55
2023-09-23_08:15:00 0.7 28.4 75.65 1.81 236.61 550.73 547.14 428.58 118.56
2023-09-23_08:30:00 0.7 28.62 74.42 2.13 237.78 550.73 510.66 392.11 118.56
2023-09-23_08:45:00 0.71 28.99 72.94 2.19 232.65 654.81 515.94 325.85 190.09
2023-09-23_09:00:00 0.71 29.25 71.87 2.36 230.59 654.81 479.44 289.35 190.09
2023-09-23_09:15:00 0.66 29.52 70.84 2.25 229.8 688.02 598.98 80.04 518.94
2023-09-23_09:30:00 0.58 29.72 70.13 2.46 228.22 688.02 586.64 67.71 518.94
2023-09-23_09:45:00 0.54 30.05 69.18 2.63 225.72 843.54 360.19 209.74 150.45
2023-09-23_10:00:00 0.55 30.24 68.53 2.51 224.61 843.54 311.37 160.93 150.45
2023-09-23_10:15:00 0.45 30.4 67.86 2.26 224.48 770.61 216.15 98.34 117.81
2023-09-23_10:30:00 0.38 30.57 67.22 2.23 221.73 770.61 172.75 54.94 117.81
2023-09-23_10:45:00 0.4 30.67 66.79 2.28 220.29 774.78 103.51 13.18 90.33
2023-09-23_11:00:00 0.33 30.81 66.23 2.43 221.7 774.78 90.33 0.0 90.33
2023-09-23_11:15:00 0.29 30.92 65.88 2.41 223.89 689.49 100.49 0.0 100.49
2023-09-23_11:30:00 0.25 31.09 65.25 2.31 225.41 689.49 100.49 0.0 100.49
2023-09-23_11:45:00 0.2 31.06 65.44 2.27 224.03 421.52 82.98 0.0 82.98
2023-09-23_12:00:00 0.15 31.13 65.28 2.42 221.31 421.52 82.98 0.0 82.98
2023-09-23_12:15:00 0.21 31.1 65.68 2.37 224.3 543.71 149.75 0.0 149.75
2023-09-23_12:30:00 0.23 31.12 65.69 2.19 228.65 543.71 149.75 0.0 149.75
2023-09-23_12:45:00 0.21 31.55 63.9 2.32 231.29 862.69 356.68 0.0 356.68
2023-09-23_13:00:00 0.16 31.7 63.37 2.24 233.01 862.69 356.68 0.0 356.68
2023-09-23_13:15:00 0.15 31.76 63.16 2.5 249.83 675.9 408.38 0.0 408.38
2023-09-23_13:30:00 0.24 31.81 63.12 2.75 252.47 675.9 408.38 0.0 408.38
2023-09-23_13:45:00 0.29 31.49 64.28 2.9 264.54 410.97 350.95 0.0 350.95
2023-09-23_14:00:00 0.29 31.5 64.36 2.82 266.38 410.97 350.95 0.0 350.95
2023-09-23_14:15:00 0.22 31.47 64.27 2.79 258.75 300.61 285.01 0.0 285.01
2023-09-23_14:30:00 0.29 31.53 63.92 2.77 259.66 300.61 285.01 0.0 285.01
2023-09-23_14:45:00 0.43 31.68 63.14 2.44 263.05 424.29 332.95 0.0 332.95
2023-09-23_15:00:00 0.46 31.76 62.71 2.39 265.64 424.29 332.95 0.0 332.95
2023-09-23_15:15:00 0.48 31.82 62.67 2.36 256.35 402.4 250.8 0.0 250.8
2023-09-23_15:30:00 0.44 31.79 63.29 2.67 236.01 402.4 250.8 0.0 250.8
