time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-07-09_07:00:00 0.31 25.13 96.7 2.14 157.31 0.0 0.0 0.0 0.0
2023-07-09_07:15:00 0.32 26.09 90.65 3.13 164.61 324.4 686.99 644.0 42.99
2023-07-09_07:30:00 0.34 26.51 87.89 3.28 163.14 324.4 662.26 619.27 42.99
2023-07-09_07:45:00 0.33 27.02 85.02 3.47 165.1 425.76 659.55 605.31 54.24
2023-07-09_08:00:00 0.34 27.33 82.97 3.33 162.68 425.76 629.92 575.68 54.24
2023-07-09_08:15:00 0.28 27.76 80.8 3.41 167.94 547.82 647.73 578.97 68.76
2023-07-09_08:30:00 0.2 28.08 78.92 3.43 173.89 547.82 612.11 543.35 68.76
2023-07-09_08:45:00 0.13 28.46 77.02 3.47 176.31 652.16 598.9 542.77 56.12
2023-07-09_09:00:00 0.09 28.74 75.56 3.43 176.5 652.16 556.95 500.82 56.12
2023-07-09_09:15:00 0.13 29.12 73.84 3.32 178.27 743.76 527.88 465.8 62.08
2023-07-09_09:30:00 0.13 29.38 72.52 3.2 180.04 743.76 482.09 420.0 62.08
2023-07-09_09:45:00 0.11 29.69 71.18 3.14 179.99 822.61 444.29 378.55 65.74
2023-07-09_10:00:00 0.1 29.93 70.02 3.47 180.78 822.61 395.54 329.8 65.74
2023-07-09_10:15:00 0.1 30.2 68.77 3.93 182.41 856.01 341.05 272.31 68.74
2023-07-09_10:30:00 0.15 30.44 67.63 4.08 184.04 856.01 292.37 223.63 68.74
2023-07-09_10:45:00 0.25 30.65 66.64 4.09 186.14 877.48 250.15 168.09 82.06
2023-07-09_11:00:00 0.26 30.83 65.85 3.97 187.07 877.48 203.41 121.35 82.06
2023-07-09_11:15:00 0.27 31.0 65.16 3.72 190.22 880.19 164.7 73.4 91.3
2023-07-09_11:30:00 0.32 31.19 64.38 3.42 190.38 880.19 113.98 22.68 91.3
2023-07-09_11:45:00 0.35 31.28 63.9 3.25 190.49 786.05 101.54 0.0 101.54
2023-07-09_12:00:00 0.24 31.41 63.37 3.17 193.31 786.05 101.54 0.0 101.54
2023-07-09_12:15:00 0.11 31.41 63.2 3.11 194.2 658.35 85.61 0.0 85.61
2023-07-09_12:30:00 0.06 31.53 62.73 3.33 194.67 658.35 85.61 0.0 85.61
2023-07-09_12:45:00 0.05 31.72 62.07 3.3 203.41 814.01 98.68 0.0 98.68
2023-07-09_13:00:00 0.05 31.82 61.71 3.16 204.07 814.01 98.68 0.0 98.68
2023-07-09_13:15:00 0.07 31.92 61.43 3.19 201.83 716.29 74.75 0.0 74.75
2023-07-09_13:30:00 0.06 32.01 61.14 3.25 198.19 716.29 74.75 0.0 74.75
2023-07-09_13:45:00 0.06 31.9 61.46 3.31 197.48 568.95 69.91 0.0 69.91
2023-07-09_14:00:00 0.07 31.97 61.36 3.35 195.04 568.95 69.91 0.0 69.91
2023-07-09_14:15:00 0.08 32.04 61.17 3.59 193.01 699.55 65.51 0.0 65.51
2023-07-09_14:30:00 0.19 32.08 61.18 3.68 190.27 699.55 65.51 0.0 65.51
2023-07-09_14:45:00 0.37 32.0 61.59 3.79 190.23 609.97 52.49 0.0 52.49
2023-07-09_15:00:00 0.41 31.98 61.53 3.75 191.26 609.97 52.49 0.0 52.49
2023-07-09_15:15:00 0.38 32.05 60.83 3.18 198.68 575.38 48.73 0.0 48.73
2023-07-09_15:30:00 0.29 32.19 59.83 2.94 196.12 575.38 48.73 0.0 48.73
2023-07-09_15:45:00 0.16 32.36 58.89 3.44 196.42 543.05 52.41 0.0 52.41
2023-07-09_16:00:00 0.06 32.46 58.11 3.68 196.66 543.05 52.41 0.0 52.41
2023-07-09_16:15:00 0.07 32.33 58.13 3.33 195.38 428.85 48.94 0.0 48.94
2023-07-09_16:30:00 0.23 32.37 57.72 3.32 192.95 428.85 48.94 0.0 48.94
2023-07-09_16:45:00 0.26 32.19 58.24 4.18 191.4 317.74 42.96 0.0 42.96
2023-07-09_17:00:00 0.25 32.15 58.41 3.96 190.39 317.74 42.96 0.0 42.96
2023-07-09_17:15:00 0.14 31.58 60.97 4.1 190.04 201.09 35.71 0.0 35.71
2023-07-09_17:30:00 0.14 30.83 64.74 4.88 185.78 201.09 35.71 0.0 35.71
2023-07-09_17:45:00 0.12 29.39 70.87 5.23 187.33 87.2 32.39 0.0 32.39
2023-07-09_18:00:00 0.05 28.28 75.74 6.21 194.25 87.2 32.39 0.0 32.39
2023-07-09_18:15:00 0.15 27.09 79.92 6.1 204.0 3.59 3.06 0.0 3.06
2023-07-09_18:30:00 0.49 26.56 81.92 5.41 209.94 3.59 3.06 0.0 3.06
