time clf t2 rh ws wd ghi poa_global poa_direct poa_diffuse
2023-09-12_07:00:00 0.4 24.04 96.87 1.22 154.54 0.0 0.0 0.0 0.0
2023-09-12_07:15:00 0.39 25.2 92.62 1.75 170.27 320.08 636.36 593.01 43.35
2023-09-12_07:30:00 0.37 25.58 91.0 1.87 168.81 320.08 607.86 564.51 43.35
2023-09-12_07:45:00 0.45 26.13 89.01 2.01 183.36 441.27 620.67 568.87 51.8
2023-09-12_08:00:00 0.38 26.41 87.83 2.17 191.76 441.27 585.48 533.68 51.8
2023-09-12_08:15:00 0.4 26.78 86.33 2.53 204.57 504.2 521.52 458.42 63.1
2023-09-12_08:30:00 0.34 27.0 85.51 2.68 205.31 504.2 485.12 422.02 63.1
2023-09-12_08:45:00 0.34 27.33 84.31 2.67 209.31 534.89 444.09 263.92 180.16
2023-09-12_09:00:00 0.33 27.58 83.13 2.83 213.98 534.89 416.83 236.67 180.16
2023-09-12_09:15:00 0.3 27.82 81.92 3.11 216.4 519.53 370.68 161.92 208.77
2023-09-12_09:30:00 0.31 28.08 80.64 3.13 219.37 519.53 348.14 139.38 208.77
2023-09-12_09:45:00 0.31 28.42 79.08 3.37 217.71 624.2 285.86 176.27 109.58
2023-09-12_10:00:00 0.31 28.71 77.56 3.64 227.08 624.2 250.27 140.69 109.58
2023-09-12_10:15:00 0.35 29.05 75.92 3.88 231.28 689.68 233.6 107.0 126.6
2023-09-12_10:30:00 0.4 29.35 74.35 4.01 233.49 689.68 196.65 70.06 126.6
2023-09-12_10:45:00 0.41 29.61 73.03 4.22 236.65 641.83 164.59 28.89 135.69
2023-09-12_11:00:00 0.48 29.89 71.61 4.01 238.27 641.83 135.69 0.0 135.69
2023-09-12_11:15:00 0.51 30.07 70.43 4.01 238.73 691.4 84.15 0.0 84.15
2023-09-12_11:30:00 0.54 30.31 69.02 3.96 242.64 691.4 84.15 0.0 84.15
2023-09-12_11:45:00 0.53 30.57 67.62 3.89 245.61 708.3 91.71 0.0 91.71
2023-09-12_12:00:00 0.54 30.82 66.22 3.76 248.11 708.3 91.71 0.0 91.71
2023-09-12_12:15:00 0.55 31.05 64.97 3.83 248.45 522.58 106.02 0.0 106.02
2023-09-12_12:30:00 0.52 31.24 64.04 3.89 249.72 522.58 106.02 0.0 106.02
2023-09-12_12:45:00 0.49 31.27 63.81 3.88 251.61 608.08 79.81 0.0 79.81
2023-09-12_13:00:00 0.44 31.35 63.56 4.04 251.8 608.08 79.81 0.0 79.81
2023-09-12_13:15:00 0.39 31.4 63.33 4.19 252.83 594.09 62.61 0.0 62.61
2023-09-12_13:30:00 0.41 31.22 64.65 4.44 254.65 594.09 62.61 0.0 62.61
2023-09-12_13:45:00 0.44 31.48 63.43 4.42 251.59 600.54 64.23 0.0 64.23
2023-09-12_14:00:00 0.34 31.73 61.81 3.73 251.31 600.54 64.23 0.0 64.23
2023-09-12_14:15:00 0.24 32.18 59.56 4.13 254.94 741.05 192.6 0.0 192.6
2023-09-12_14:30:00 0.19 32.38 58.42 4.68 254.73 741.05 192.6 0.0 192.6
2023-09-12_14:45:00 0.19 32.24 58.58 4.93 253.74 632.26 119.08 0.0 119.08
2023-09-12_15:00:00 0.19 32.23 58.34 5.01 252.55 632.26 119.08 0.0 119.08
2023-09-12_15:15:00 0.19 32.13 57.77 4.92 253.55 459.64 57.32 0.0 57.32
2023-09-12_15:30:00 0.16 32.26 56.73 4.95 257.01 459.64 57.32 0.0 57.32
2023-09-12_15:45:00 0.13 32.38 56.2 5.29 262.53 484.09 64.05 0.0 64.05
2023-09-12_16:00:00 0.12 32.42 56.12 5.46 264.23 484.09 64.05 0.0 64.05
2023-09-12_16:15:00 0.11 32.12 57.57 5.34 263.75 350.02 75.51 0.0 75.51
2023-09-12_16:30:00 0.07 31.93 58.81 5.43 263.44 350.02 75.51 0.0 75.51
2023-09-12_16:45:00 0.09 30.71 65.16 4.67 255.92 159.69 116.76 0.0 116.76
2023-09-12_17:00:00 0.13 29.56 72.19 4.91 242.56 159.69 116.76 0.0 116.76
2023-09-12_17:15:00 0.2 27.72 82.0 4.47 247.82 42.5 36.22 0.0 36.22
